,Unnamed: 0,segment,sentiment,embeddings
6068,6068,the project set -PRON- an ambitious task,neutral,[-1.1818031  2.4501665 -1.6093736]
6069,6069,the international domestic workers federation idwf be an associate of the project and -PRON- develop a global electronic knowledge platform,neutral,[ 1.2234839   0.37169412 -2.5185013 ]
6070,6070,"the number of register member begin at 603 and role to 40,564 by september 2016",neutral,[ 3.6213986e-04  1.0963272e+00 -1.6750652e+00]
6071,6071,research commission examine the different need of mdws throughout the migration cycle pre- employment at work and on return,neutral,[-1.0010505  2.1566422 -1.5791597]
6072,6072,review the 11 baseline and five thematic study the 7 policy brief and the labour force study conduct in zimbabwe with one ready to go in nepal the global flagship on mdw summarise many of the key lesson learn on the right of migrant domestic worker through the gap mdw project,neutral,[-0.66984767  2.241847   -2.0660636 ]
6073,6073,the need for a focus on mdws -PRON- have be fully recognise as the most sustainable approach for collective action to build advocacy approach,neutral,[-1.3458861  2.2885416 -1.3396358]
6074,6074,organise domestic worker be no easy task and require further support,neutral,[-1.4670256   1.7985035  -0.48584053]
6075,6075,the project curate the clean swts micro datum from all of the country survey as -PRON- be complete,neutral,[ 1.7378956   0.11069757 -2.8446662 ]
6076,6076,access to these datum source be provide upon request and be accompany by the instrument,neutral,[-0.8659286  1.6652    -1.1553092]
6077,6077,two research symposia be organize to encourage use of swts datum in research,neutral,[-0.8371148  2.4194596 -1.892875 ]
6078,6078,the initial project design be ambitious with 56 survey in 28 country to be implement analyse and disseminate within the five year period later modify to 53 survey in 34 country,neutral,[-1.1737021  2.5397646 -1.5911444]
6079,6079,in eight country an employer survey accompany the first round of swts,neutral,[-0.669795   2.1307106 -1.9035388]
6080,6080,when assess impact at the country level -PRON- can not be overemphasize that the evaluation team be draw on the experience of six out of 34 country,neutral,[-1.4813944  2.3813014 -1.1284239]
6081,6081,as be the case for global impact much of the potential country level impact of w4y in term of support improved policy and programme response be yet unrealized,neutral,[-0.7987598   0.80891997 -0.1463487 ]
6082,6082,criterion for identify the country where the potential for impact would be great would include how recent be the late survey complete the existence of a relevant policy process to support and analytical capacity or opportunity to develop capacity of key stakeholder,neutral,[-2.0477817   2.407896   -0.42989874]
6083,6083,these complementary investment would improve the value for money of w4y,neutral,[-0.5684254  1.6666287 -1.5350543]
6084,6084,the extent to which this be possible be however influence by the limit amount of financial and other resource allocate by the different stakeholder,neutral,[-2.2094054   2.30759    -0.12362771]
6085,6085,national policy thus need to be link to concrete planning on implementation and strategy for resource allocation,neutral,[-2.1441875   2.1713507   0.04286821]
6086,6086,hiv strategy be uncertain,neutral,[-2.0816784  2.5138967 -0.5152325]
6087,6087,donor be increasingly fund at country level and to some extent through joint un strategy,neutral,[-0.4200532  1.6675771 -1.7823819]
6088,6088,due to resource constraint and the disparate need of country the ilo can prioritise -PRON- focus on country meeting criterion such as high hiv prevalence high overall number of people affect by hiv availability and commitment of local resource to address hiv through the world of work,neutral,[-1.9401892  2.3960433 -0.5263384]
6089,6089,evidence suggest that this be already somewhat the case though coverage remain broad,neutral,[-0.44634908  0.83003825 -0.5907048 ]
6090,6090,capacity development be most effective when organization can review -PRON- overall strategy and assess the development need that flow from -PRON-,neutral,[-1.7598661  2.809697  -1.2113354]
6091,6091,selectivity be require to avoid fragmentation and dilution of effort,neutral,[-2.0918117   2.357175   -0.29696253]
6092,6092,high level evaluation include rating for each of the evaluation criterion,neutral,[-1.4714818  2.7222087 -1.4217551]
6093,6093,-PRON- purpose be to highlight area where the evaluation locate strength and weakness,neutral,[-1.5588411  2.7743547 -1.3003081]
6094,6094,limited financial resource datum make -PRON- virtually impossible to assess the extent to which the organization give -PRON- overall priority whether there be an increase or decrease over time and where the strategic focus be in relation to the result framework,neutral,[-2.290402    2.3039484   0.06346617]
6095,6095,-PRON- appear that capacity relate outcome and indicator attract a high proportion of regular budget supplementary account rbsa funding nine per cent as oppose to six per cent,neutral,[-0.8689555  1.4975241 -0.9119318]
6096,6096,concern coherence and synergy -PRON- be find that a more comprehensive strategic framework for outcome 17 would permit well coordination among the different prong of the strategy,neutral,[-1.5886503  2.0137367 -0.5529696]
6097,6097,this would provide clear guidance for implementation at the country level,neutral,[-0.01972077  0.41897658 -0.9498416 ]
6098,6098,most iom staff at headquarters hq that participate in the evaluation exercise report iom policy framework strategy sop programme and fundraise effort as promote the mcof as a reference tool for crisis management and post crisis transition and recovery,neutral,[-0.47182944  2.0463817  -2.0765672 ]
6099,6099,figure 1 provide an overview of the institutional and strategic relevance of the mcof,neutral,[-1.3209512  2.7424214 -1.5419855]
6100,6100,three database be develop by iom rome the main one list african community and association in italy and use for promotional activity,neutral,[-0.6380873  2.202095  -1.9455091]
6101,6101,a second database record all the investment project submit by the african national interested in mida and a third with a more restricted scope be set up to create the mida italy club,neutral,[-1.2170979  2.5098493 -1.4733795]
6102,6102,on the second area the report note the increase interest in diaspora consider as agent of development through remittance and investment in country of origin,neutral,[-1.1863099  2.57797   -1.6382526]
6103,6103,an effective implementation of programme in that area also require an appropriate assessment of the diaspora of -PRON- capacity to invest and of the investment climate and opportunity in the country of origin,neutral,[-1.4889917  2.450691  -1.209414 ]
6104,6104,concern labour migration the report suggest a continue focus on the management of organize labour migration and to include a development component in activity when relevant as be the case with the labour migration project be implement between guatemala and canada,neutral,[-1.1883684  2.3067327 -1.353447 ]
6105,6105,but labour migration do not systematically require a strong link with development prospect as the recently adopt strategy document say the primary goal of iom be to facilitate the orderly and humane management of international migration,neutral,[-1.6601256  2.4884174 -1.1191552]
6106,6106,the fourth area include capacity building project and research where iom have gain a recognize expertise,neutral,[-1.0484254  2.4426005 -1.7201915]
6107,6107,a new area that deserve special attention within mida be the active promotion of the inclusion of migration into the poverty reduction strategy paper of develop country,neutral,[-0.5971887  2.2103064 -1.9987915]
6108,6108,the evaluation strongly recommend increase effort at such level of capacity building activity,neutral,[-1.0232437  1.7858815 -1.0788085]
6109,6109,reason be not specify except for a few case e.g. government change affect the entity in charge of the 1035-funded project and therefore -PRON- sustainability,neutral,[-1.9496481   2.224697   -0.28758582]
6110,6110,contrary to outcome and impact sustainability be not necessarily a major indicator for measure the success of a project even if -PRON- be a sign of positive achievement,neutral,[-2.0799856   1.9021866   0.20811853]
6111,6111,regardless of what be decide one of the key question be that of how to replenish the mechanism,neutral,[-1.8409196  2.7746718 -1.102192 ]
6112,6112,any discussion on change the nature of the mechanism would also require an assessment of the relevance of the current criterion in particular whether -PRON- must be strictly apply or base on a broad interpretation of resolution no 1229 take into account the historical background and experience of this initial phase,neutral,[-2.2072692  2.6175544 -0.5332314]
6113,6113,there be other element which could be consider by iom such as develop a clear exit strategy and phase of transition for the community ensure that all plan and community fully understand who be responsible for track the implementation of the plan which may include strengthen the local drm committee within each community,neutral,[-1.8012036   2.6055334  -0.97634494]
6114,6114,a summary of all key finding and recommendation be find in section c.,neutral,[-1.1171004  2.433081  -1.5719416]
6115,6115,for this reason this evaluation have explore the potential for transition management as an approach to help achieve these change since -PRON- concept and application have a strong focus on sustainability topic,neutral,[-0.8579632  2.2671084 -1.7636836]
6116,6116,this choice do not intend to exlude any other innovation approach that can be relevant for the sub programme,neutral,[-1.4170548  2.251908  -1.1830776]
6117,6117,these aspirational business model involve more disruptive innovation be likely to be meet by resistance since -PRON- will also intend in part to disrupt business as usual strategy by government and corporation,neutral,[-1.7089556  2.501224  -0.9969165]
6118,6118,therefore -PRON- can also be take up by other stakeholder with conceptual and scientific support from un environment,neutral,[-0.8094897  1.6984125 -1.1378767]
6119,6119,after the initial action the initiative be then embed in platform initiative to continue implementation,neutral,[-0.96430326  2.08517    -1.3671578 ]
6120,6120,green economy be far advance implement in platform like page irp and ggkp,neutral,[ 1.9925882 -1.45344   -1.2086126]
6121,6121,the inquiry move to country engagement and possibly a strong link to capacity development in the finance initiative,neutral,[-0.28468096  1.1969504  -1.3851392 ]
6122,6122,regional office be currently manage the implementation of several large project within the sub programme portfolio such as the switch project asia africa with budget range from eur 5 m to 20 m,neutral,[ 0.12145469  1.376925   -2.2743106 ]
6123,6123,apart from -PRON- strategic political and representation role from a programming perspective regional office can support the integration of project activity across the sub programme and tailor approach to the need and priority of country or sector,neutral,[-0.70842767  1.8364649  -1.4967811 ]
6124,6124,there be a need to accelerate the process of well align result expect accomplishment if possible with the sustainable development goal especially 12 and 8 and thus embed result on a more strategic level,neutral,[-2.117822    2.3662827  -0.31250143]
6125,6125,this work require both the commitment of resource and great support through integrate approach e.g. science and economy division as well as individual key project such as the green growth knowledge platform international resource panel un environment live global environment outlook x etc,neutral,[-1.6041397  2.7129328 -1.3316681]
6126,6126,the next upgrade of umoja be schedule for september 2018 umoja 2.0 and will integrate the administrative and financial feature of the current umoja system with the project information and management system,neutral,[-0.6416231  2.1299202 -2.0025585]
6127,6127,-PRON- be deem important that all exist project datum quickly become available in the new system,neutral,[-0.7903286  1.5714054 -1.1642559]
6128,6128,-PRON- be also important that staff be adequately train in a timely manner both in the headquarters as well as in the paris and geneva site and in regional office,neutral,[-1.7081066  2.4278872 -0.9657895]
6129,6129,the relevance of the pow be found in -PRON- purpose to facilitate and promote the full implementation of the barcelona convention -PRON- protocol strategy and also the decision and recommendation of the meeting of the contracting party,neutral,[-0.8708368  2.032809  -1.6726953]
6130,6130,core area link to delivery of the convention and protocol be governance integrate coastal zone management biodiversity pollution prevention and control,neutral,[-0.92592967  2.1150353  -1.6661723 ]
6131,6131,if collection of project concept be present in an ea framework this collaborative planning benefit could be retain and the framework could be use as a design tool to strengthen the causal logic and plan for great synergy among collection of project in relation to the achievement of expect accomplishment,neutral,[-1.8540503   2.3347614  -0.58874154]
6132,6132,the casual logic upon which the pow should be build should be examine early in the mts and pow preparation process before high result level be formalize and thereby fix in the broad un work planning approval process,neutral,[-1.877971   2.7520301 -1.0285324]
6133,6133,the pow plan document specify a range of role and responsibility for division in subprogramme implementation,neutral,[-1.4092437  2.7038696 -1.3544751]
6134,6134,these responsibility be define in term such as lead division coordinate division programme framework coordinating division pow output managing division and project level managing division,neutral,[-1.5068265  2.6758935 -1.3773496]
6135,6135,from a design perspective this seem overly complex,neutral,[-2.3761797   2.14267     0.26413032]
6136,6136,leverage of unep product and service could benefit from well tracking of uptake and leveraging of unep product across network and by other development partner,neutral,[-1.2971016  2.2123718 -1.3058442]
6137,6137,in addition the nature and level of engagement require with stakeholder be dependent on a clear assessment of partner capacity willingness and expect role,neutral,[-2.5872316  1.6266137  1.2759128]
6138,6138,this evaluation desk review about one third of the portfolio use a representative balance of component and geographic range,neutral,[-1.5200636  2.6181118 -1.2265642]
6139,6139,the follow describe the main strength and weakness of project design under the climate change sub programme,neutral,[-2.4916332  1.6199864  1.3158681]
6140,6140,this include gef fund project that be internally execute by unep but not the externally execute one for which unep only play a design and supervisory role as the gef implement agency,neutral,[-1.4699115  1.0448842  0.63055  ]
6141,6141,at least one third about 35 of the 89 project 25 of which be under mitigation be sub project or initiative that be under umbrella project for budgetary and administrative purpose,neutral,[-1.5799297   1.979243   -0.59591705]
6142,6142,rough estimate indicate that for the portfolio consider by the evaluation dtie be responsible for approximately 40 per cent of the plan financial volume of ccsp work but 61 per cent of the program mobilise volume,neutral,[-1.4823633  2.3624723 -0.9851247]
6143,6143,depi be responsible for 45 per cent of the plan funding but only 36 per cent of the program funding,neutral,[-1.8737534   2.0773375  -0.11827559]
6144,6144,other division mainly dewa and dcpi share the remainder,neutral,[-1.4185482  2.035507  -0.9728649]
6145,6145,dtie and depi have a substantial proportion of -PRON- funding from extra budgetary xb source slightly above 90 per cent,neutral,[-0.2670997  1.5092921 -1.8616197]
6146,6146,besides the gef the main donor for the ccsp be denmark norway sweden finland germany spain and italy,neutral,[-0.9212974  1.8918816 -1.4881196]
6147,6147,the evaluation reach a number of conclusion and make a series of recommendation to further enhance unep plan document and process with the goal of improve organisational performance,neutral,[-0.80767447  2.2102678  -1.7774167 ]
6148,6148,conscious that unep planning process be already perceive as rather cumbersome and time consume the propose recommendation do not add additional requirement procedure or process but aim to strengthen those already in place,neutral,[-1.7422035  2.308528  -0.8300361]
6149,6149,there be generally few recommendation for the high level planning process and document mts and pow whilst more opportunity for improvement have be identify at the programme framework and project document level,neutral,[-1.4246984 -1.2700803  3.4275002]
6150,6150,-PRON- be at these latter level that the great potential for improvement coincide with the high likelihood of translation into improve unep strategic focus and operational performance,neutral,[-1.1581179  1.9154873 -1.0573403]
6151,6151,human and financial resource need estimate be present in the pow for all element of the work plan,neutral,[-1.2166108  2.1391382 -1.1232755]
6152,6152,human and financial resource need be initially estimate by ofo for the corporate function and the spc for each sub programme but the sub programme allocation of the environment fund be re negotiate by the division director to avoid disruption of the exist resource allocation pattern,neutral,[-2.3230271   2.2053168   0.33474672]
6153,6153,the report which attract wide medium interest and receive attention and support at international conference on chemical management iccm)3 be use to establish the rationale for sound chemical management and form the basis for many government intervention,neutral,[ 1.6575859  -0.00701894 -2.465475  ]
6154,6154,regard awareness on environment and health risk of c&w a report on the chemical in product cip project to the third session of the iccm3 mandate by iccm2 be produce,neutral,[-1.1616243  2.6112843 -1.6932504]
6155,6155,nep be responsible for develop the normative aspect of the work and play a supervisory role for the country implementation aspect while undp be responsible for national execution through the undp- unep poverty and environment initiative pei,neutral,[-1.2972926  2.6728184 -1.5135288]
6156,6156,the initiative be pilot in 17 country,neutral,[ 1.7846981  -0.46470296 -1.990365  ]
6157,6157,the cost of inaction report be an effort to produce a more complete global picture on the cost of inaction on sound chemical management,neutral,[-1.7272254   2.38674    -0.81913614]
6158,6158,the goal be to provide decision maker at all level of government with the information necessary to fully consider increase investment in the sound management of chemical consistent with international agreement and decision and to address national priority to protect human health the environment and the sustainability of development,neutral,[-0.9623016  2.2807453 -1.7685393]
6159,6159,in the first biennium of the 2010 13 mts period the first background analysis report on the cost of inaction be prepare and submit to the steering committee of the cost of inaction report,neutral,[-1.2534506  2.7335734 -1.6148233]
6160,6160,unep also coordinate the eight partnership area of the global mercury partnership,neutral,[-0.9341428  2.27425   -1.7186062]
6161,6161,at the end of 2013 the partnership include 26 government five un agency and 98 company,neutral,[ 0.24789143  1.1476071  -2.147789  ]
6162,6162,technical assistance and financial support to the partnership have be provide to 57 country,neutral,[ 1.9187516  -0.30182484 -2.7181985 ]
6163,6163,basel convention 180 ban amendment 76 rotterdam convention 154 stockholm convention 179 and the montreal protocol 197 for a total of 786 party,neutral,[-0.8328769   1.592416   -0.91699564]
6164,6164,while ratification of the already exist chemical convention grow -PRON- be not clear how this be attributable to the effort of the sub programme as oppose to the work of the secretariat to the convention cop,neutral,[-2.3045068  1.3057468  1.404831 ]
6165,6165,these effect may be driver for increase application of tool and methodology for measurement etc,neutral,[-1.6891328  2.8050027 -1.3404486]
6166,6166,the sub programme‘s effort focus on direct outcome that include the building of national capacity to assess monitor and manage risk to human health and the environment pose by c&w on different dimension of information and awareness creation development of policy and strategic framework transfer of technical and methodological know how and the development of national institution and infrastructure,neutral,[-0.07537954  1.5804472  -2.2694526 ]
6167,6167,c&w the success of the sub- programme in support country to reach the desire transition to sound management of c&w the intermediate state towards impact depend to a very large degree on the extent to which the various dimension of national capacity have be develop couple with the presence of driver and validity of assumption make during sub programme design,neutral,[-1.2030209  2.276459  -1.3941395]
6168,6168,as be the case in most of unep‘s activity the degree to which the state direct outcome can be achieve in the target country with the associated change in state corporate and individual behaviour determine how progress be be make towards impact,neutral,[-1.8571578  2.4012415 -0.8107056]
6169,6169,a sustained effort in capacity building information and awareness be likely to result in the attitudinal change likely to promote high level result,neutral,[-1.7086015   2.2826393  -0.87451106]
6170,6170,this of course would require adequate human and financial resource as well as long term political will to implement and upscale c&w project and policy,neutral,[-2.1619382   2.497765   -0.42377532]
6171,6171,over the period only 4 staff member have change grade level within the sub programme,neutral,[-0.55330235 -0.61097443  1.1539814 ]
6172,6172,in addition 8 new staff member be recruit in 2013 14,neutral,[-0.9902292  2.340586  -1.7417781]
6173,6173,during the period of this evaluation the c&w sub programme be implement through a portfolio of 17 unep project with a plan budget of usd 99.74 million and an estimate program budget of usd 95.10million figure to be verify,neutral,[-0.76581967  2.1318212  -1.6806738 ]
6174,6174,there be an additional 14 gef project with an estimated budget of 98 million,neutral,[-0.73725146  1.7463844  -1.505892  ]
6175,6175,the difference 5 between the plan and program budget can be attribute to ambitious budgeting by project manager during the project concept and approval stage,neutral,[-2.0079365   0.23221704  2.2246008 ]
6176,6176,country be the key governance unit of the world be a main hub of governance activity but also key to progress in deal with global and regional environmental challenge,neutral,[-0.59014887  2.0077424  -1.9115434 ]
6177,6177,this be reflect in the stated goal and objective of the sub programme,neutral,[-1.8277649  2.212511  -0.4872035]
6178,6178,international environmental governance ieg the international environment regime include unep and mea within an international governance system,neutral,[-0.48742428  1.3219414  -1.3194261 ]
6179,6179,how the un system be set up and organize to work towards environmental sustainability,neutral,[-0.10675503  1.0888605  -1.4304564 ]
6180,6180,ea(a seek synergistic improvement within the un system process and within and among mea,neutral,[-0.29344067  1.4124658  -1.6947298 ]
6181,6181,expect accomplishment should capture set of closely relate project level outcome,neutral,[-1.344617    0.9770422   0.39935085]
6182,6182,nevertheless staff can be hold accountable for undertake all feasible activity necessary to maximize the likelihood that an outcome will be achieve,neutral,[-0.91022277  1.3177917  -0.5636218 ]
6183,6183,normative work can be organize in project and the immediate outcome of such work can be capture in result framework,neutral,[-1.6371042  2.1196096 -0.8558413]
6184,6184,the evaluation identify three driver and three assumption that be require for enhanced country capacity on the dimension discuss above to effectively lead to change in environmental governance and management for well crisis prevention and preparedness and more sustainable recovery from disaster and conflict,neutral,[-1.5997474  2.7089472 -1.2884585]
6185,6185,these driver and assumption be highlight in italic and discuss in the follow paragraph,neutral,[-1.6419288  2.6690109 -1.2179775]
6186,6186,a coherent subprogramme logic and framework with clear selection criterion for choice of project would help well define and limit the emsp to area where -PRON- can be most effective and have most impact,neutral,[-1.2671853   1.4982356  -0.42817363]
6187,6187,however several project manager suggest that many project will need to be continue in order to achieve intend impact and will need additional support particularly with regard to policy level activity,neutral,[-2.4513047   0.02868866  3.195082  ]
6188,6188,on the other hand project should factor in adequate project scoping and inception phase to allow adaptation base on consultation with partner,neutral,[-1.3842007  2.322076  -1.2648103]
6189,6189,another important issue raise be that some project include gef project could only be modify to a limited extent follow prc advice as -PRON- have sometimes already be approve by donor prior to prc review,neutral,[-2.0352433  1.1693861  1.0761455]
6190,6190,however attention would need to be give to ensure that this do not cause fragmentation of project into small component,neutral,[-2.1026812   2.4445493  -0.39044765]
6191,6191,an inception phase for activity such as hire staff and negotiate partner agreement should be consider for large or more complex multi partner project,neutral,[-1.758458   2.6903288 -1.1164577]
6192,6192,many of the emsp project be complex combine normative work such as technical guideline and policy work with field intervention pilot or demonstration project operate at multiple geographical scale e.g. local national and regional and/or involve large multi stakeholder or intergovernmental process,neutral,[-0.5907943  1.0314856 -0.575295 ]
6193,6193,component in large project be sometimes interdependent and sequential in nature,neutral,[-2.306626   1.8580401  0.5906549]
6194,6194,the overall lead division for the emsp be depi with other division accountable for specified output in each of the two pow period,neutral,[-1.2745229  2.640353  -1.4821646]
6195,6195,the day to day work of programme coordination be the responsibly of a sub- programme coordinator spc report to the division director,neutral,[-1.8108306  2.7373369 -1.0264533]
6196,6196,there be three emspc during the evaluation period typically support by one administrative or junior professional officer,neutral,[-1.490357   2.4717295 -1.1716306]
6197,6197,a wide cross section of interviewee indicate that early and more comprehensive involvement of ro and linkage to unep regional assessment would result in design of a pow that well respond to the need of country and that joint planning and implementation arrangement need to be put in place,neutral,[-1.4514608  2.4742281 -1.2993618]
6198,6198,there be a need for more clarity and agreement on modality on how to develop implement and resource the pow through and with the ros and the country and ros need to be see as part of the overall team,neutral,[-2.7382112  1.6557738  1.3717952]
6199,6199,ros could also play a more important role at the country level even take over the coordination of the longer- term project as have happen with the iraq marshland project which be now manage by rowa,neutral,[-1.4706622   2.1768353  -0.84341174]
6200,6200,but for the ros to run long term project efficiently -PRON- operational capacity funding and delegate authority need to be improve,neutral,[-2.64705    1.543771   1.3661622]
6201,6201,the emsp be the second large recipient of ef amongst the subprogramme during 2010 2013 after the egsp but only the fourth large in term of attract extra budgetary funding after the ccsp egsp and resp,neutral,[-0.3703386  1.7272507 -1.8355654]
6202,6202,norway spain sweden belgium netherlands and japan have be the most significant donor of extra budgetary funding to the emsp not list in the order of significance,neutral,[-1.1014661  2.2536986 -1.4796662]
6203,6203,during the period dovere by the mts 2010 2013 78 of the emsp ef fund be allocate for post and the remain staff position be fund through extra budgetary and rb resource,neutral,[-1.0812061  1.7966809 -0.9232775]
6204,6204,the mte of the mts recommend base resource allocation on formally approve divisional workplan and allocate ef resource foremost to core function of unep,neutral,[-1.4625171  2.69335   -1.3200679]
6205,6205,these recommendation be further reinforce by the finding of this evaluation,neutral,[-1.4642433  2.6587927 -1.4782408]
6206,6206,during 2010 2013 the actual ef budget be low than that envisaged but financial resource receive through trust fund and earmark contribution be high,neutral,[-1.5690423  1.9211476 -0.6508528]
6207,6207,however in general emsp project be over optimistic when -PRON- come to -PRON- aim and budget during the mts 2010 2013,neutral,[-0.5162989 -1.2021358  1.838904 ]
6208,6208,improve report on linkage with relevant mea and how individual project can help meet aichi target as part of -PRON- 6-monthly reporting commitment would be desirable and help focus more attention on this issue,neutral,[-1.7968053  2.2122133 -0.5787894]
6209,6209,linkage and reporting related to mea priority will be strengthen to some extent through the new draft unep project document produce in september 2014 under the egsp which require identification of any potential impact or opportunity that could result from project relate to the development implementation and advancement of meas,neutral,[-1.1031833   1.7712429  -0.79113257]
6210,6210,the entry point for unep have to some extent be opportunistic to concentrate on those area of governance where the great impact can be achieve,neutral,[-2.0543835  2.5341775 -0.6312568]
6211,6211,hence -PRON- have work on policy dialogue advocacy exchange visit train and provide some basic resource for key government department notably in the ministry of environment and physical development mefpd the ministry of water resource and electricity mwre the forestry national corporation fnc and the high council for environment and natural resource hcner,neutral,[ 2.151332   -0.29374793 -2.9714122 ]
6212,6212,the financial climate and opportunity for new funding in sudan will remain limited in the absence of a durable peace agreement in darfur,neutral,[-1.7685663  2.8279474 -1.1330452]
6213,6213,in relation to this raise the ability and expectation of community to seek fund directly rest on an assumption that the private sector will be able to respond to demand for input and environmental infrastructure and technology,neutral,[-1.3726732  2.230316  -1.2512836]
6214,6214,this be far from reality at present,neutral,[-1.6225122   2.1913548  -0.74437106]
6215,6215,no radical change need to be make to core programme activity but some resource within these should be redirect,neutral,[-0.37411174  0.20781936 -0.06124515]
6216,6216,in particular a more holistic integration of programme in forestry and water be require,neutral,[-2.476006   1.8417764  0.8081246]
6217,6217,the cumulative benefit that lend -PRON- to conflict prevention would be well serve if resource be concentrate in designate geographical area,neutral,[-0.15992267  1.6287754  -2.0921154 ]
6218,6218,the obvious unit would be the catchment area such as wadi el ku not least because unep have manage to leverage additional interest and funding for these,neutral,[-1.798175    2.4360673  -0.84659076]
6219,6219,a measure of policy commitment and sustainability will be the leveraging of environmental fund from federal and state budget,neutral,[-1.7368602  2.7553039 -1.1660733]
6220,6220,ownership should then be demonstrate and reinforce with government strategy and budget line assign to sustain these activity,neutral,[-1.5987519  2.2928622 -0.8629402]
6221,6221,what be the likelihood that the national action plan develop through the project will succeed in bridge the gap between russia and develop country in -PRON- overall prevention and control of mercury pollution,neutral,[-1.5554451  2.6968386 -1.3248047]
6222,6222,what be the key factor which need to be take into account in achieve the desire impact,neutral,[-2.0207708   2.768379   -0.94610035]
6223,6223,especially when this project start in 2012 there be a strong interest to cooperate with the international community on the issue of mercury among key governmental stakeholder ngos academia and the business sector,neutral,[-1.0225437  2.3987005 -1.7845415]
6224,6224,continuation of gef funding be see by project stakeholder as an important mechanism to enable this cooperation,neutral,[-0.37977007  1.1486357  -1.2655272 ]
6225,6225,the sdgs have set the goal 8) to promote sustained inclusive and sustainable economic growth full and productive employment and decent work for all,neutral,[-0.00530965  1.696733   -2.5367088 ]
6226,6226,the paris agreement provide the world with increase thrust to achieve low carbon climate resilient and sustainable development while recognize the need to enhance capacity building worldwide and support collaborative research and development and technology transfer to develop country,neutral,[-1.3026251  2.3083284 -1.386213 ]
6227,6227,in order to demonstrate the extent of validity for the propose theory of change a series of line of inquiry be develop,neutral,[-1.5987031  2.866443  -1.365107 ]
6228,6228,-PRON- main purpose of these question be to explore the effectiveness of cbi,neutral,[-1.8193218  2.809356  -1.1146839]
6229,6229,how do the provision of unhcr cash affect the overall expenditure pattern of syrian refugee,neutral,[-1.6636358  2.617387  -1.2373567]
6230,6230,specifically do the expenditure pattern of recipient versus non recipient evolve over time to favour a high proportion of financial resource spend in health education saving and repay debt,neutral,[-1.8290371   1.3735948   0.33770537]
6231,6231,third nsaas for -PRON- part will sit at the negotiating table for a variety of reason,neutral,[-1.7803149  2.6049893 -1.0333642]
6232,6232,the acquisition of legitimacy be almost invariably a key objective for cooperative nsaas,neutral,[-1.9166867   2.4312055  -0.65220636]
6233,6233,fifth relationship with nsaas be invariably delicate balance question of perception and trust with the fluidity and volatility of complex operating environment,neutral,[-1.7684177   2.6620135  -0.89297366]
6234,6234,while the host government and individual nsaas may both hold the power to sever or obstruct unhcr engagement the organization -PRON- be also constantly force to re- evaluate the cost benefit analysis of operate in area outside state control,neutral,[-1.7144266  2.2419329 -0.5537187]
6235,6235,since then unhcr have promulgate a very different policy document on urban refugee,neutral,[-0.8424418  1.8591207 -1.1877944]
6236,6236,the new policy be a marked reversal of the 1997 policy a document that focus more on reduce assistance and security issue for urban refugee and less on protection,neutral,[-0.28904703  1.507953   -1.6210644 ]
6237,6237,a return to new delhi be especially interesting since the author of the new policy have be on the early evaluation team and note that the early mission seed many element of the new policy,neutral,[-0.92053664  2.351533   -1.7989234 ]
6238,6238,two third of the 2000 evaluation make explicit suggestion for amend the 1997 policy and lay considerable groundwork for the 2009 policy,neutral,[-0.9690261  2.2539327 -1.558028 ]
6239,6239,thus a return to new delhi in january 2013 to evaluate the viability of the new more progressive policy toward urban refugee and the applicability of the twelve protection strategy be perhaps an overdue analysis,neutral,[-0.78799605  2.3709342  -2.0044453 ]
6240,6240,both the city and the refugee population have expand in the intervene year,neutral,[-0.426517   2.0058982 -2.1708252]
6241,6241,over this timespan the refugee and asylum seeker diversify from an almost all afghan demographic to now include people from myanmar somalia iran iraq palestine eritrea sudan the democratic republic of congo and other african middle eastern and eastern european country,neutral,[-1.0989273  2.5872762 -1.829519 ]
6242,6242,now new delhi be a bustling national capital with a beautiful new airport elevated highway and metro line to keep people move around -PRON- ballooning space,neutral,[-0.9510027  2.192147  -1.7901554]
6243,6243,in response to the juxtaposition of an economic boom and a persistently high poverty rate india have spend billion of dollar on poverty alleviation scheme in the past decade,neutral,[-0.49030492  2.2261481  -2.2177658 ]
6244,6244,even though many indians continue to be mire in poverty the government provide access to health education and potentially to select poverty alleviation scheme to refugee,neutral,[ 0.48305938  0.97127956 -2.3435278 ]
6245,6245,this be all the more significant since india be neither a signatory to the 1951 convention nor do -PRON- have a national refugee law,neutral,[-0.91945726  2.147939   -1.5664523 ]
6246,6246,moreover india have recently agree to allow mandate refugee to apply for long term visa that would provide -PRON- with the legal right to work and access to all academic institution,neutral,[-0.2512234  1.8205032 -2.2133937]
6247,6247,even so many of the refugee in new delhi would like to move on to a third country and recently the unhcr office have spend considerable resource in discourage unrealistic aspiration for resettlement,neutral,[-1.3576962  2.6778324 -1.4668292]
6248,6248,-PRON- be gradually become clear to these refugee that india may not be a way station but a destination,neutral,[-1.4480945  2.7609756 -1.5052512]
6249,6249,and at this destination refugee need to navigate how to live amongst the multitude of the indigenous poor,neutral,[-1.5268962  2.513926  -1.2940423]
6250,6250,for the most part refugee be only access entry level job and -PRON- be compete with indian national for -PRON-,neutral,[-1.2785958  2.5533488 -1.5623412]
6251,6251,the compensation from these job be so meager that most household need to have two or more people work full time to cover rent and food,neutral,[-1.5704473  2.0693567 -0.7335397]
