,segment,sentiment
6222,what be the key factor which need to be take into account in achieve the desire impact,neutral
6223,especially when this project start in 2012 there be a strong interest to cooperate with the international community on the issue of mercury among key governmental stakeholder ngos academia and the business sector,neutral
6224,continuation of gef funding be see by project stakeholder as an important mechanism to enable this cooperation,neutral
6225,the sdgs have set the goal 8) to promote sustained inclusive and sustainable economic growth full and productive employment and decent work for all,neutral
6226,the paris agreement provide the world with increase thrust to achieve low carbon climate resilient and sustainable development while recognize the need to enhance capacity building worldwide and support collaborative research and development and technology transfer to develop country,neutral
6227,in order to demonstrate the extent of validity for the propose theory of change a series of line of inquiry be develop,neutral
6228,-PRON- main purpose of these question be to explore the effectiveness of cbi,neutral
6229,how do the provision of unhcr cash affect the overall expenditure pattern of syrian refugee,neutral
6230,specifically do the expenditure pattern of recipient versus non recipient evolve over time to favour a high proportion of financial resource spend in health education saving and repay debt,neutral
6231,third nsaas for -PRON- part will sit at the negotiating table for a variety of reason,neutral
6232,the acquisition of legitimacy be almost invariably a key objective for cooperative nsaas,neutral
6233,fifth relationship with nsaas be invariably delicate balance question of perception and trust with the fluidity and volatility of complex operating environment,neutral
6234,while the host government and individual nsaas may both hold the power to sever or obstruct unhcr engagement the organization -PRON- be also constantly force to re- evaluate the cost benefit analysis of operate in area outside state control,neutral
6235,since then unhcr have promulgate a very different policy document on urban refugee,neutral
6236,the new policy be a marked reversal of the 1997 policy a document that focus more on reduce assistance and security issue for urban refugee and less on protection,neutral
6237,a return to new delhi be especially interesting since the author of the new policy have be on the early evaluation team and note that the early mission seed many element of the new policy,neutral
6238,two third of the 2000 evaluation make explicit suggestion for amend the 1997 policy and lay considerable groundwork for the 2009 policy,neutral
6239,thus a return to new delhi in january 2013 to evaluate the viability of the new more progressive policy toward urban refugee and the applicability of the twelve protection strategy be perhaps an overdue analysis,neutral
6240,both the city and the refugee population have expand in the intervene year,neutral
6241,over this timespan the refugee and asylum seeker diversify from an almost all afghan demographic to now include people from myanmar somalia iran iraq palestine eritrea sudan the democratic republic of congo and other african middle eastern and eastern european country,neutral
6242,now new delhi be a bustling national capital with a beautiful new airport elevated highway and metro line to keep people move around -PRON- ballooning space,neutral
6243,in response to the juxtaposition of an economic boom and a persistently high poverty rate india have spend billion of dollar on poverty alleviation scheme in the past decade,neutral
6244,even though many indians continue to be mire in poverty the government provide access to health education and potentially to select poverty alleviation scheme to refugee,neutral
6245,this be all the more significant since india be neither a signatory to the 1951 convention nor do -PRON- have a national refugee law,neutral
6246,moreover india have recently agree to allow mandate refugee to apply for long term visa that would provide -PRON- with the legal right to work and access to all academic institution,neutral
6247,even so many of the refugee in new delhi would like to move on to a third country and recently the unhcr office have spend considerable resource in discourage unrealistic aspiration for resettlement,neutral
6248,-PRON- be gradually become clear to these refugee that india may not be a way station but a destination,neutral
6249,and at this destination refugee need to navigate how to live amongst the multitude of the indigenous poor,neutral
6250,for the most part refugee be only access entry level job and -PRON- be compete with indian national for -PRON-,neutral
6251,the compensation from these job be so meager that most household need to have two or more people work full time to cover rent and food,neutral
6252,child be drop out of school or only attend partially in order to supplement the family income,neutral
6253,there can be security risk in travel to and from work especially the occasional and lucrative catering job at large night time party,neutral
6254,sexual gender base violence sgbv be prevalent in new delhi and refugee woman be victimize because -PRON- look different,neutral
6255,african refugee be the target of racist attack,neutral
6256,in try to avail -PRON- of service refugee have learn -PRON- must navigate a slow paced bureaucracy,neutral
6257,this be of particular concern in the face of the promise of the long stay visa,neutral
6258,with those visa and the accord right to work and enroll in any academic institution refugee in delhi could break the cycle of poverty and begin to establish a high degree of income security,neutral
6259,thus far the myanmarese refugee be obtain the long stay visa easily and the government of india have agree to waive the associated fee,neutral
6260,-PRON- be hope that all other refugee community will acquire these visa with the same facility,neutral
6261,with the work opportunity this visa afford in an up and come city -PRON- can open door to a well socio- economic status,neutral
6262,thus -PRON- be understandable that refugee dream of resettlement to a more developed nation while -PRON- be confront the paradox of modern india,neutral
6263,however poverty be not ground for resettlement,neutral
6264,the very limited space for resettlement to australia canada and the usa be reserve for refugee with protection need that can not be meet in india and the limited space may be subject to resettlement country preference for particular nationality,neutral
6265,for the existent refugee in new delhi there be not much connection with family for reunification claim in australia canada and the usa,neutral
6266,most of the family reunification opportunity would be in europe,neutral
6267,thus the unhcr office have a two fold challenge in implement the new policy for refugee in urban area 1 shift the mindset of refugee from leave india to stay and exploit the opportunity offer and 2 advocate with the government of india to make the life of refugee tenable by actualize -PRON- promise of widely recognize document that would enable refugee to compete for more than slum base opportunity,neutral
6268,there be two decisive element in the ability of the qip to make positive change in the uk asylum system,neutral
6269,one be the ho acceptance of the recommendation make by the qip,neutral
6270,the other be the effective implementation of the accepted recommendation,neutral
6271,while the qip and the ho have state -PRON- commitment to these component ultimately both the acceptance of the recommendation and -PRON- effective implementation reside with the ho as well as with unhcr and the qip,neutral
6272,this underscore the importance of the qip to continue to use -PRON- engagement with the ho and -PRON- access to staff to influence the implementation of the recommendation accept by the ho,neutral
6273,when a unhcr evaluation team visit a somali refugee school and community centre in the malaysian capital of kuala lumpur -PRON- find that all of the child and young people there have large piece of paper pin to -PRON- clothing bear a variety of different message,neutral
6274,thanks unhcr for visit -PRON- refugee education centre,neutral
6275,but when will -PRON- turn come,neutral
6276,another state -PRON- be somali refugee child,neutral
6277,-PRON- have very few opportunity here,neutral
6278,please help -PRON- resettle in a third country,neutral
6279,thanks unhcr thanks unhcr thank unhcr,neutral
6280,these brief slogan provide an appropriate starting point for this report as -PRON- capture very graphically the main preoccupation of refugee who be live in urban area of malaysia first -PRON- inability to establish a secure and long term future for -PRON- there second -PRON- eager quest to be admit to another country where such opportunity would be available to -PRON- and third a firm belief that unhcr be the only organization that can deliver such outcome,neutral
6281,"somalis represent just a small proportion of the 100,000 refugee and asylum seeker live in malaysia",neutral
6282,the majority of this number originate from myanmar and most have take up residence in urban area such as kuala lumpur and penang,neutral
6283,the situation of this substantial urban refugee population be in all respect a very difficult one,neutral
6284,malaysia do not have a legal framework govern refugee and asylum issue,neutral
6285,person of concern to unhcr be technically consider to be irregular migrant an even large number of whom be also to be find in the country,neutral
6286,protection gap while -PRON- be generally not at risk of refoulement or deportation refugee in malaysia have be and continue to be at risk of arrest detention extortion and corporal punishment although the frequency of such incident have diminish in recent time,neutral
6287,official restriction prevent refugee from work in the formal sector of the economy access healthcare on the same basis as national and attend malaysian school,neutral
6288,first that policy be base on the principle of state responsibility,neutral
6289,unhcr will encourage all state to exercise this responsibility through -PRON- advocacy effort,neutral
6290,the local integration of refugee in malaysia have be rule out by the authority leave refugee with only two real option first to wait for a resettlement place while do the good to make end meet and to access the limited service provide by unhcr -PRON- local partner and -PRON- own community association or second to move on from malaysia in an irregular manner in the hope of be admit to another country,neutral
6291,while the first of these option can take several year the latter be extremely hazardous,neutral
6292,the malaysian government say the death of at least nine asylum seeker who drown while try to make -PRON- to australia highlight the need for international cooperation in combat people smuggle,neutral
6293,the authority have recover the body of nine asylum seeker who drown when the vessel which be carry afghan and iraqi man capsize off the coast of southern malaysia,neutral
6294,another 18 people be rescue but -PRON- remain unclear how many be aboard the vessel when -PRON- sink,neutral
6295,sadly further tragedy of this type can not be rule out,neutral
6296,for refugee who be live in malaysia with very limited right who be prevent from remain there on a legal basis who be unable to return to -PRON- country of origin and who be confront with the prospect of wait several year for resettlement then embark on an overcrowded boat provide by unscrupulous human smuggler may be a risk worth take,neutral
6297,summary of conclusion and recommendation 23,neutral
6298,this statement be follow by summary version of conclusion and recommendation link to a specific conclusion,neutral
6299,much will depend on the wish of the government possible protection gap the risk of national structure become overwhelmed from the start and standard of fairness,neutral
6300,the report recommend 6 that different option for continued processing be consider in a future strategy on transition,neutral
6301,although funding may provide general leverage -PRON- use as a tool for encourage concrete improvement in rsd appear to be difficult and limited,neutral
6302,the preliminary report recommend 9 a close look at the funding of national rsd structure include the possibility of gradual phase out schedule and way to improve the accessibility and analysis of datum in the context of result base management where funding continue,neutral
6303,the report recommend 11 that unhcr consider establish benchmark for protection staffing in situation of transition,neutral
6304,-PRON- could serve as a useful complement to those formulate in 2010 for mandate rsd operation,neutral
6305,in addition -PRON- be propose vi to complement the finding with a more strategic inquiry into recent alternative protection sensitive strategy which have help to relieve pressure on individual rsd system,neutral
6306,in order to put rsd transition policy and practice in a broad perspective -PRON- be finally recommend vii to review the function and resourcing of mandate rsd in select country that be engage in rsd transition,neutral
6307,in the propose methodology -PRON- be foresee to pay attention to the view of asylum seeker and refugee and to make good use of the expertise of expert from government and ngo partner,neutral
6308,"somalis comprise the large nationality group among asylum seeker and refugee at some 427,311",neutral
6309,"of the total number of refugee and asylum seeker in 2014 34,011 be asylum seeker with pende claim while 551,352 be refugee",neutral
6310,"this number represent a slight decrease compare to the total number of refugee in kenya at the beginning of 2014 which be 587,223 with 608,113 register at the beginning of 2013",neutral
6311,the number of pende claim in kakuma remain substantial and will require concerted effort to address -PRON- and ensure that decision making can continue to keep pace with new claim,neutral
6312,in other location claim number of the current order in the other location be likely to be manageable only if decision make rate increase progressively beyond those see in the first six month of the transition process from july to december 2014 and plan measure be implement to use simplify processing and other streamline approach to claim where appropriate as well as improve efficiency in regular rsd,neutral
6313,the efficacy of decision making will need to be monitor continuously and the capacity of the system to manage -PRON- caseload may come into question if claim be to increase substantially current and planned streamlining and efficiency measure can not be implement or significant further backlog be to build up,neutral
6314,in such case the possibility of further extension of the transition period along with other measure to reinforce and expedite claim processing would need further to be consider,neutral
6315,a mechanism for on go self evaluation and quality assurance by dra will also be need in the future,neutral
6316,-PRON- will be important to clarify the role of unhcr in support rsd after the transition process as well as other aspect of -PRON- supervisory role under the geneva convention along with that of civil society and other partner,neutral
6317,a potential role for unhcr as an observer in the rsd process post transition at least for an initial period should be consider by dra and unhcr,neutral
6318,this be particularly the case in camp where both asylum seeker and refugee although in principle not those whose claim be reject be entitle to service and support,neutral
6319,further effort be need in work with the kenyan authority to ensure that the rsd process can lead to accessible viable durable solution in particular right to work great free movement and potential prospect of citizenship in line with kenyan law,neutral
6320,the act establish dra and set out a comprehensive institutional rsd framework yet -PRON- implementation prove problematic in practice,neutral
6321,among other outstanding step still require under the legislation along with the establishment of the refugee appeal board the appointment of the commissioner for refugee affair and the new form for notification of recognition of refugee status have not to date be publish in the official gazette,neutral
6322,national security action take in 2012 13 and 2014 with regard to encampment include measure to enforce encampment rule in the 2006 act have highlight the vulnerability of undocumented urban asylum seeker and refugee in kenya,neutral
6323,"recently- adopt legislative change under the security law amendment act 2014 which would compel refugee to relocate in refugee camp and limit the number of refugee in the country to 150,000 would have worsen -PRON- situation considerably",neutral
6324,while these provision be annul by a high court judgment in early 2015 -PRON- demonstrate the level of political sensitivity around the presence of urban refugee and around refugee issue in kenya more broadly,neutral
6325,in order to achieve an efficient and sustainable national rsd system as part of an effective refugee protection framework in kenya more broadly -PRON- be imperative that the political will on the part of the authority to take charge of registration and refugee status determination be translate into a commitment to allocate sufficient and sustained resource both human and financial in the come year,neutral
6326,other essential step include establishment of the relevant institution and civil service post and allocation of national resource to the process,neutral
6327,as kenya continue to be expose to the serious threat of terrorist act there be an evident interest for the country in enhance oversight and control over who legally reside on kenyan soil,neutral
6328,however there be also a risk of excessive politicisation of refugee issue in kenya which could undermine the rsd process and pose risk for the institution of international protection more broadly as political rhetoric aim at force somali refugee to return to -PRON- country have increase in volume and intensity,neutral
6329,the establishment and ongoing operation of a well function rsd process need to be clearly separate from political discussion and purely base on legal technical and practical consideration,neutral
6330,any political pressure disproportionately to curtail the right of refugee contrary to national and international law should be resist in favour of measured response that respect the rule of law,neutral
6331,to be efficient in this context unhcr first need to increase -PRON- education staff in country both in ankara and in the field office,neutral
6332,secondly unhcr should focus upon -PRON- agree operating space within the negotiate division of labour notably high education non formal education and turkish language training aspect of education that be not be cover by other un agency,neutral
6333,this be an area where unhcr should identify specific institutional and policy bottleneck pin down a few area where a strategic investment can leverage great return and then deliver on those specific activity at scale,neutral
6334,while syrian refugee currently benefit from an exceptional welcome from both the turkish government and the turkish people this can not be take for grant as both the political and economic contexts of turkey could change rapidly and at any time,neutral
6335,the refugee welcome be wear thin as -PRON- become increasingly evident that refugee be go to stay for some time in turkey and more visibly compete with turkish national for job housing and public service especially in hotspot where refugee concentration be high and the local economy be stress,neutral
6336,be there adequate fund- raising for this operation,neutral
6337,be the unhcr configuration in the field include staffing suit to the need,neutral
6338,be the minurso and civpol support achieve synergy with the cbm activity implement by unhcr,neutral
6339,impact on the confidence among the party to what extent do the cbm activity implement by unhcr contribute to improve the confidence among the concerned party,neutral
6340,in the recent past bangladesh have experience two influx of refugee from myanmar the first in 1978 and the second in 1991 92,neutral
6341,"around 250,000 people be involve both time",neutral
6342,both influx be follow by large scale repatriation exercise whose voluntariness be seriously question,neutral
6343,some of those who be repatriate subsequently flee again to bangladesh but many be unable to recover -PRON- former and government acknowledge refugee status,neutral
6344,"bangladesh be currently host to some 29,000 recognize refugee who be accommodate in camp and an estimate 36,000 unrecognized refugee who have congregate in makeshift site to which unhcr and other international and national humanitarian actor have limit access",neutral
6345,"in addition there be think to be at least 200,000 undocumented rohingya live in host community and who be also consider to be of concern to unhcr",neutral
6346,bangladesh be not well place to cope with this protract refugee situation,neutral
6347,the country be confront with extreme poverty and high rate of population growth and be increasingly affect by natural disaster and climate change,neutral
6348,the refugee be to be find primarily in remote and impoverished area of bangladesh which have not benefit from the modest economic growth that have recently take place in some other part of the country,neutral
6349,bangladesh also consider there have be inadequate international understanding and support with respect to the refugee impact on host community,neutral
6350,the presence and general tolerance of such large number of rohingya in bangladesh derive in part from the social ethnic linguistic and religious characteristic that -PRON- share with the host community particularly -PRON- common adherence to islam,neutral
6351,even so political 2 and public opinion in bangladesh be generally not well disposed towards the refugee,neutral
6352,in area such as health and education as well as the supply of food water and fuel the refugee be poorly serve,neutral
6353,refugee self reliance initiative have not attain -PRON- intend goal,neutral
6354,without freedom of movement and the ability to pursue educational and livelihood opportunity outside the camp -PRON- have prove very difficult for the rohingya to generate additional income,neutral
6355,as a result refugee be increasingly drive to adopt negative coping mechanism,neutral
6356,the absence of any durable solution add to the frustration of the refugee and the demoralization of the humanitarian personnel who work on -PRON- behalf,neutral
6357,first as the three traditional durable solution appear so elusive alternative approach should be consider,neutral
6358,more specifically there may be scope to advocate on behalf of a framework which provide refugee with a formal status that would allow -PRON- access to employment opportunity and government service,neutral
6359,the fact that bangladesh be -PRON- highly dependent on income from migrant labour and have recently sign the international convention on the right of migrant worker be relevant in this respect,neutral
6360,third -PRON- should be recall that the rohingya refugee situation be now a truly regional one affect not only bangladesh but also country such as thailand malaysia indonesia and australia as well as india and the middle east,neutral
6361,this argue very strongly in favour of an asia pacific approach to the issue involve not only those state that be host refugee but also country such as china and india that have considerable influence throughout the region as well as resettlement country outside the region,neutral
6362,the organization should immediately capitalize on this renew interest remind the international community that the rohingya be trap not only in a protract refugee situation but also in a protract situation of statelessness,neutral
6363,the former problem will not be resolve without a resolution of the latter,neutral
6364,in this respect -PRON- should be note that bangladeshi nationality law be base on the principle of jus solis allow all person bear in bangladesh to acquire citizenship at birth,neutral
6365,refugee child currently represent 59 per cent of the camp population more than half of -PRON- bear in bangladesh,neutral
6366,finally the annex should also be a useful complement to the compendium of operational assessment and mission report compile by unhcr in bangladesh and which capture all of the assessment make between january 2007 and january 2011,neutral
6367,unhcr should continue to look for opportunity to implement project that other agency have avoid or neglect even if this mean implement in remote community,neutral
6368,unhcr should avoid begin project such as microfinance that require on go assistance and training provision unless this can be secure for the future,neutral
6369,the true test of any reintegration programme be this do -PRON- work in the eye of the local population,neutral
6370,but how and when do -PRON- measure this effectiveness,neutral
6371,a 2001 unhcr paper point out that many evaluation tend to take place while unhcr still have a significant presence in the country rather than after -PRON- phase out thus the organization be unable to assess the long term consequence of -PRON- intervention,neutral
6372,important learning opportunity may therefore have be miss,neutral
6373,what can be do about this,neutral
6374,while the refugee be under no pressure to return to -PRON- country of origin and while sudan have keep -PRON- border open to a significant influx of new arrival from eritrea the government in khartoum have not be prepare to offer the long term refugee the option of naturalization and citizenship,neutral
6375,at the same time the eritreans be confront with legal obstacle that prevent -PRON- from own land and property which place constraint on -PRON- freedom of movement and which make -PRON- difficult for -PRON- to enter the formal labour market,neutral
6376,this review suggest that unhcr should pursue a three pronged approach to the refugee situation in eastern sudan,neutral
6377,first the organization should advocate on behalf of refugee right so as to limit and ideally remove the restriction that be currently place on the eritreans,neutral
6378,as a long term objective unhcr should encourage the government to provide refugee with access to sudanese citizenship,neutral
6379,a few year later in 1999 i be in mozambique to evaluate the impact of a canadian german community participation and development project,neutral
6380,i be take to a small village some mile from the city of beira to interview community member,neutral
6381,the project manger express dismay that -PRON- have not succeed in enlist the participation of an important number of community resident and -PRON- be unable to determine the reason,neutral
6382,i be tell that the community consist entirely of people who have flee as refugee to malawi and return after the war to resume -PRON- life,neutral
6383,i be assure that the community minus the many who have be kill be intact,neutral
6384,the people who leave return to the same place,neutral
6385,in talk to the assemble village resident however i ask the question that anyone who have work over the year with migrant population would ask be all of -PRON- who return here from malawi bear in this community,neutral
6386,that question have never be ask,neutral
6387,-PRON- turn out that approximately a third of the population originate from other part of mozambique but have choose to relocate to this community because of -PRON- good land and favourable location,neutral
6388,the village leader confirm that there be land available because of the high death toll and due to out migration,neutral
6389,but the newcomer be from different place and different tribe and have to be vet before be accept as community member,neutral
6390,this process be still ongoing hence the non participation of certain resident,neutral
6391,this experience have stay with -PRON- as a clear demonstration of war induce mobility in a traditional society,neutral
6392,in el salvador and mozambique as in almost all country that have experience year of conflict family and individual be likely to lose or choose to forget the tie than have bind -PRON- for generation to a particular place,neutral
6393,in every country where i have be privilege to evaluate the impact of international assistance and post conflict programme i have see that conflict be follow by accelerate rural urban migration,neutral
6394,the uprooted idps and refugee who desperately long to return to -PRON- home be live a few year later in urban slum and -PRON- be no long differentiate by international donor or -PRON- own government from poor people generally,neutral
6395,colombia one of the two case in this study be somewhat exceptional in this regard in -PRON- designation of forcibly uprooted people in the category of victim of conflict in need of restitution,neutral
6396,outsider still have much to learn about how war affect traditional society and produce important change in priority decision making local authority and local economy,neutral
6397,i have remain particularly interested in the ongoing and difficult debate within unhcr because -PRON- be the organization on the front line of response to refugee and idps,neutral
6398,-PRON- be also of concern that the human trafficking unit have in a sense be demote politically speaking,neutral
6399,under the former government human trafficking policy be define within the ministry of public security and governance but -PRON- have now be move to a unit within the immigration office,neutral
6400,operational challenge 13,neutral
6401,the survey highlight the significant degree of education that characterize the colombian refugee community in san jose with 39.7per cent have tertiary education qualification and 42.7per cent have complete secondary school,neutral
6402,however the discrepancy between the level of education and the level of employment clearly show the significant problem in obtain employment such that only 11.6per cent of the target group be formally employ and a further 23.5per cent be self employ,neutral
6403,the remainder be overwhelmingly unemployed,neutral
6404,local integration programme have therefore prioritise livelihood and self- reliance,neutral
6405,however these effort be often hamper by a lack of public awareness about the nature of refugee status,neutral
6406,there have also be increase discrimination and xenophobia against colombians who be often perceive as a potential security threat,neutral
6407,in recent year a very restrictive immigration policy towards colombians have result in a decrease in the number of visa issue and an increase in the number of unauthorized entry at the panama border,neutral
6408,the change in the government during this year and the implementation of new immigration legislation have also pose challenge,neutral
6409,the new immigration act come into force in 2010 and the general consensus be that -PRON- have be successful in integrate immigration control human right concern and the recognition of local integration,neutral
6410,however certain area require further work,neutral
6411,pilot site 10,neutral
6412,one of the reason that desamparados be select as a pilot site be because of -PRON- innovative approach to integrate refugee protection into the local development strategy,neutral
6413,yet -PRON- be also one of the most populated and impoverished city in costa rica,neutral
6414,"today the population be estimate at over 250,000 with more than half live in poverty stricken neighbourhood such as los guidos and managuita",neutral
6415,competition for scarce resource such as housing employment and basic service be high,neutral
6416,tajikistan be a post conflict state which have few resource limited governmental capacity no function social welfare system and poor socio economic indicator,neutral
6417,livelihood opportunity be scarce oblige nearly half of the adult male labour force to work abroad and to support -PRON- family by mean of remittance,neutral
6418,refugee in tajikistan currently have very limit livelihood and durable solution option and renew effort be need to address this situation,neutral
6419,particular attention should be give to the provision of well educational and employment opportunity for refugee youth and to gain a well understanding of -PRON- aspiration and expectation,neutral
6420,anecdotal evidence and some limit study have show that artistic activity be play an important though often overlook role in the life of refugee camp resident,neutral
6421,despite the challenging condition which most refugee camp present many of -PRON- be nevertheless site for artistic activity accord to report from across the globe,neutral
6422,professional performer and artistic exhibit have make tour to camp to entertain resident and raise international awareness about the ongoing international refugee crisis.1 other artist have come to camp to draw artistic inspiration from the life of refugees.2 2,neutral
6423,such activity may provide useful tool for improve the quality of life for camp resident principally as a vehicle to address psychosocial issue as an educational tool and as an effective medium for behavior change communication,neutral
6424,such activity be in harmony with the trend in humanitarian policy making toward find holistic approach to refugee crisis,neutral
6425,policy be gradually reflect an increase emphasis on the psychosocial dimension of humanitarian need.3,neutral
6426,artistic activity especially that which involve active participation may provide tool to address the holistic wellbeing of refugee in camp,neutral
6427,the healing property of the art be well known on an anecdotal basis and art therapist have explore the practical implication for treatment of patient in a wide range of situation from domestic violence to war relate trauma.5,neutral
6428,moreover artistic activity address psychosocial wellness not only in way that can treat each individual not only as an individual but also as an integral participant in a large cultural context,neutral
6429,the very range of level of formality from ad hoc private performance to official public presentation may help counteract the artificial and potentially intrusive nature of humanitarian intervention necessary and life save though -PRON- may be,neutral
6430,creative activity devise and enact by refugee -PRON- may also help restore agency injure along the journey of flight and acceptance of refugee status,neutral
6431,in some case at least the many benefit of artistic activity may be enjoy at significantly less financial cost than alternative program aim at similar end make such program more widely accessible in area in which fund be already stretch to -PRON- limit cover the basic need of physical survival,neutral
6432,the rte capture the situation as -PRON- be at the end of february 2011 a moment when the overall humanitarian situation be deteriorate as the political and security crisis deepen,neutral
6433,in liberia the refugee be be host in more than 70 village along the border and the first camp have just open,neutral
6434,the process of define responsibility and mobilise capacity must start in the contingency planning phase,neutral
6435,-PRON- also need to be facilitate by a clear understanding with key partner agency at a global level as to how inter agency coordination of refugee emergency should be manage and the reinforcement of technical service in fundraising and information management,neutral
6436,second contingency planning and preparedness measure have both an inter agency and an internal unhcr dimension,neutral
6437,plan develop together with partner need to be match with internal preparedness measure and a clear identification of the threshold beyond which regional and country office will require additional 5 reinforcement,neutral
6438,third a define feature of an effective emergency response be an early and rapid situation analysis couple with an assessment of exist capacity within the country office and identification of additional resource need in order to support effective leadership and coordination and at the same time to deliver the response in the field,neutral
6439,in a situation which be already move into the response as oppose to the preparedness phase this would normally call for the deployment of an emergency coordinator to provide support to the office in make this assessment and determine base on the situation on the ground the shape that additional support should take include the profile of additional staff require,neutral
6440,this process should form part of a standard operating mechanism for the corporate management of emergency,neutral
6441,this literature review aim to synthesise what be currently know about labour market integration of resettle refugee,neutral
6442,analysis in multiple country have show that resettle refugee perform bad in measure of labour market integration compare to other immigrant and individual in the short term even when control for difference in demographic such as age education level and level of host country language acquisition,neutral
6443,this be alarming give the centrality of employment in the metric of government and refugee -PRON-,neutral
6444,yet in the long term resettle refugee group have be show to be close this gap and some promising practice for further narrow the gap can be identify,neutral
6445,refugee in uganda have in principle access to public service and facility at the same level as the national,neutral
6446,"the 129,470 refugee mostly settle in designate settlement where -PRON- be allocate a plot of land to cultivate but -PRON- be also permit to go to urban centre 60 where -PRON- need to have the mean to support -PRON-",neutral
6447,as per the ugandan refugee act refugee child have access to national school however the absorption capacity of local school and the large number of school age child amongst the refugee require additional learning site,neutral
6448,to complement local school unhcr support 24 additional school in northern uganda of which 13 be community school and not yet accredit while the other be government accredit school,neutral
6449,education programming for refugee focus on pre primary and primary schooling and investment in physical infrastructure teacher recruitment and training and provision of 200 learn and training material expand access to education,neutral
6450,the ugandan government and institution at a central and 220 local level play a crucial role in create a very favourable operational context and protection environment,neutral
6451,cooperation with implement and operational partner be also key for the effectiveness of the response,neutral
6452,in ethiopia unhcr work with over 40 partner among governmental entity un body local and international ngo,neutral
6453,the main institutional partner be arra administration for refugee and returnee affair the de facto responsible body for the protection of refugee include registration refugee status determination camp management security and protection but also some other sectorial activity such as health and food distribution,neutral
6454,south sudanese refugee be formally require to reside in designate camp but informally -PRON- be allow to move outside the camp and to work in the informal sector,neutral
6455,the camp do not 260 have enough land for cultivation except for very small scale vegetable gardening,neutral
6456,with limited fund and capacity unhcr staff feel compel to accept all offer of help from all partner as -PRON- arrive,neutral
6457,an increase openness to ngo partner on the part of arra facilitate this inclusive approach,neutral
6458,reliable mortality datum be however extremely challenging in the first month of the response community report on mortality be low and dead be bury on the south sudan side of the border,neutral
6459,anecdotal report of high mortality in the first stage of the influx could not be confirm and to date there continue to be limitation with accurate collection of mortality datum,neutral
6460,a substantial portion of the general dry food ration provide in the camp be sell or barter in order to cover other unmet need and the ration do not last the full month for most families5,neutral
6461,a lack of income to purchase food prevent refugee from diversify -PRON- diet,neutral
6462,the evaluation be tell that there be economic benefit of repatriation to the receive community in burundi,neutral
6463,the returnee be describe as an injection of a productive skilled and self sufficient agricultural and trading labour force into a depressed and re- source scarce society,neutral
6464,in tanzania the community representative in the vicinity of the settlement host community find that closing of the settlement could lead to a reduction in pro- duce flow to the local market a decline of social service and a reduction of tax revenue in the respective district,neutral
6465,such sentiment be back by the finding of a research project carry out at the university of dar es salaam in north western tan- zania which find that the positive impact of refugee presence outweigh the negative impact,neutral
6466,the expectation of pillar 3 be base on the interview with nnt who do not have much information on what be go to happen,neutral
6467,-PRON- view be that relocation and local integration could lead to loss of family tie tradition and culture and have negative economic consequence if -PRON- be not able to access adequate land in the new loca- tion,neutral
6468,for some people relocation be see as an opportunity to move on with unhcr staff mention that young person expect to leave farming and go to town once -PRON- have relocate and receive -PRON- certificate,neutral
6469,there have be notable increase in the number of incident report from 132 in 2014 to 463 in 2017,neutral
6470,"additionally the total amount of insurance claim reimbursement increase by a hundredfold during that same timeframe from usd 23,365.72 in 2014 to 2,301,850.20 in 2017",neutral
6471,the number of claim close without payment also significantly decrease from 64 percent in 2014 to 37 percent in 2017,neutral
6472,the evaluation attempt to verify the hypothesis that reduce fleet age lead to a decrease in operating cost,neutral
6473,datum from the colombia operation seem to suggest that there be a correlation but the evaluation team lack datum to fully confirm this hypothesis,neutral
6474,overall 302 staff participate in 19 country offer by gfm from january 2018 to october 2018,neutral
6475,"between january 2015 and october 2018 1,178 staff complete the gfm training in 45 country",neutral
6476,other humanitarian organization such as the icrc and ifrc have show that a centralized fleet management model be economical and sustainable,neutral
6477,institute such a model take time and require strong commitment at the high level of the organization as well as significant investment to ensure the institutionalization of strong process and staff capacity building,neutral
6478,the close association of the poc with un multidimensional peacekeeping mission and more particularly with integrated mission could partly explain why the engagement of unhcr with poc as a theme as distinct from -PRON- actual involvement in a range of activity aim at ensure the protection of refugee and idps in the context of conflict have not be so prominent,neutral
6479,-PRON- be also explain by the fact that ocha have come to assume a key role in briefing of the security council on poc issue,neutral
6480,the right to participate in political decision make process be recognize by the international community as a fundamental human right everyone have the right to take part in the government of -PRON- country directly or through freely choose representative,neutral
6481,this paper consider the importance of refugee participation in country of origin political process and the extent to which unhcr should seek to facilitate or promote refugee engagement in such activity,neutral
6482,the framing of contemporary international political order rest upon the notion that the liberal democratic nation state personify by a government choose by and accountable to -PRON- citizen be a just and inclusive order that can protect fundamental right,neutral
6483,yet refugee flight by definition indicate the failure of this model,neutral
6484,refugee whether persecute as a result of race religion nationality membership of a particular social group or political opinion be exclude sometimes in a very deliberate manner from the structure of political power in -PRON- country of origin,neutral
