,segment,truth_label,id
4569,"However, in practice this was not achieved.",negative,4569
4570,"There has been very limited assessment of seed security in these areas, except in Northern Bahr El Ghazal where the implementation of ITFs was well adapted to address lack of access to seed.",negative,4570
4571,The implementation of wide scale direct seed distribution should be re-assessed.,negative,4571
4572,"Locations chosen for seed relief interventions are presently based on food security information, which is not a relevant indicator for seed security.",negative,4572
4573,FAO has not developed specific targeting criteria or guidance for its IPs.,negative,4573
4574,"As a result targeting practice varies by agencies, although usually involves local leadership and sometimes a dedicated committee.",negative,4574
4575,This risks unreported or unnoticed exclusion of vulnerable households.,negative,4575
4576,"For example in the distribution of fishing kits, targeting was partly skills- based - households which have the capacity to fish.",negative,4576
4577,"But this risks excluding the most vulnerable, especially if they are not being reached with other forms of support.",negative,4577
4578,"Where there have been delays in implementation, for seed distribution and ITFs, effectiveness has been undermined.",negative,4578
4579,"Planting delays directly affect crop yields, can lead to harvest failure, and could discourage farmers from procuring their own seed if they have been informed that seed aid is coming.",negative,4579
4580,"Vaccination of as many animals as possible, as widely as possible, risks leaving herds susceptible to disease if herd immunity levels remain low and drug supply is inadequate.",negative,4580
4581,FAO needs to improve its vaccination recording so that herd immunity thresholds can be assessed.,negative,4581
4582,"Delivery issues to be addressed include: IPs receiving inputs in batches rather than all at once, and vaccine delivery during the rainy season when vaccination is difficult due to lack of access.",negative,4582
4583,"In this context the role of the private sector deserves attention, especially in states less affected by the conflict, despite the challenges.",negative,4583
4584,"FAO must develop a policy on cost recovery, which could be the basis for future privatization, for example of veterinary services, drawing on the experience of ICRC, the other key actor in the livestock sector, and on OLS experience.",negative,4584
4585,"More experienced IPs, some of whom had previously supported the privatisation of drug supply systems in South Sudan, recognise that free drugs undermine the remaining private sector drug suppliers.",negative,4585
4586,Consultation with affected people in needs assessments was more limited.,negative,4586
4587,FAOSS currently does not have a functioning feedback mechanism to beneficiaries when concerns are raised.,negative,4587
4588,"For example, its design of seed multiplication projects could have taken account of previous seed sector developments.",negative,4588
4589,It should also have drawn on Operation Lifeline Sudan (OLS) experience of cost recovery approaches to emergency animal health interventions.,negative,4589
4590,"Ways of more systematically collecting good practice and lesson learning in-country must be sought, as well as sharing knowledge and experience regionally.",negative,4590
4591,"The M&E unit is under-resourced which limits what it is able to do, its ability to become more results and impact-oriented, and to influence and inform programme teams.",negative,4591
4592,A strategic review of the M&E function could usefully address these issues.,negative,4592
4593,"However, in practice the newly collected agricultural data often remains within the control of the Ministry of Agriculture and is insufficiently shared with economic actors and customers.",negative,4593
4594,"FAO may consider drawing from the best practices of two successful cases in the region, Guyana and Trinidad and Tobago.",negative,4594
4595,"However, in spite of a few very positive examples, the technical assistance in this area is insufficiently built upon and aggregated over time, making it difficult to achieve a lasting impact.",negative,4595
4596,"Whereas the case of citrus greening in Dominica highlights the importance of building capacities in pest management over the long-term, FAO has lacked a consistent strategy to address plant health in the region, and to monitor emerging and more traditional threats.",negative,4596
4597,"There was also limited FAO programmatic engagement on these issues, apart from two cases in Dominica and Antigua and Barbuda detailed in the report.",negative,4597
4598,The limited attention paid to these sectors seems to reflect the low priority accorded to them at the country level.,negative,4598
4599,"While FAO has attracted a growing amount of extra-budgetary funding for GRFA activities, these voluntary contributions have not increased proportionately with the volume of work.",negative,4599
4600,Reviewed Strategic Framework seems to accord lower priority to GRFA work14.,negative,4600
4601,"However, in one locality (Baki, Somaliland) challenges related to market access resulted in producers incurring high transport costs and high perishability risks.",negative,4601
4602,"Similarly, in the villages of Beer and Owdweyne (Somaliland) a number of respondents complained that WFP food distributions constrained their ability to obtain better prices for their cereals at markets.",negative,4602
4603,"Respondents indicated that they typically stopped selling their surplus production during these periods, as market prices were unfavourable.",negative,4603
4604,Many respondents explained that FPMIS continues to be too cumbersome for the needs of the programme approach.,negative,4604
4605,Another reason for this may be that the team is now used to their parallel system and has no incentive to move to FPMIS.,negative,4605
4606,"In any case, this indicates a continued inability of the country office to manage a programme approach solely through FPMIS.",negative,4606
4607,"To date, this has yet to be proven.",negative,4607
4608,"Each agency keeps working on its agency-specific programme, using their own funding and administration mechanisms.",negative,4608
4609,"While this may indeed build NGO capacities, the long-term impact and result is unclear.",negative,4609
4610,"While FAO Somalia has put in place a new Risk Management Framework, which was developed to ensure higher levels of accountability and more rigorous checks and balances, there does not appear to be a consistent plan or criteria for working with implementing partners specifically for capacity development.",negative,4610
4611,"Questions can also be raised in relation to the sustainability of benefits of CFW interventions on community assets, although field assessments indicate much appreciation for the trainings offered on how to manage and maintain the infrastructure constructed or rehabilitated through CFW.",negative,4611
4612,"Feeder roads, canals and water catchments, which are the focus of CFW projects in the areas under analysis, are assets that require continuous maintenance.",negative,4612
4613,"With regard to the choice of transfer modality, no documentation was found outlining the rationale and decision making processes underpinning the choice made by FAO and WFP to implement CFW and FFW activities respectively.",negative,4613
4614,"This appears to be a gap, since the decision to implement CFW and FFW should be premised on robust market-based evidence.",negative,4614
4615,Many of the corporate tools required to implement under a programme approach do not exist yet.,negative,4615
4616,"In Somalia the JRS tries to break down technical silos, but the organogram of the FAO Country Office is still structured around teams with technical speciality as opposed to programmatic outcomes.",negative,4616
4617,"Some sectors remain territorial over projects, activities and funding, while others are clearly collaborating more.",negative,4617
4618,"The lack of a joint beneficiary database or other mechanism (e.g. joint planning feeding into programmes, and field level coordination among agencies) that allows for assurance that all households received the inputs from each agency makes it impossible for the claim to be proven.",negative,4618
4619,"Since the development of the JRS, an increase in resilience-focused consortia combined with a change in leadership at all three agencies have coincided with decreased funding, causing additional challenges and potentially lowering the motivation of leadership and implementation teams in the JRS.",negative,4619
4620,"Engagement with Somali communities by management and Nairobi level staff is constrained by the security situation, and linking programme design decision-making to CCAP and seasonal calendars remains challenging.",negative,4620
4621,There also remains a lack of familiarity and trust in RIMA among some partners.,negative,4621
4622,"FAO must be careful not to forge ahead without responding to challenges, as this may further erode confidence.",negative,4622
4623,It is evident that the majority of the identified issues are common to the BOBLME countries rather than strictly transboundary; they do not necessitate all the Bay of Bengal countries acting together to address them.,negative,4623
4624,"A more effective approach for the project and the TDA-SAP would have been to identify the most practicable opportunities, in single locations and countries, for testing and demonstrating potential solutions.",negative,4624
4625,"The evaluation concluded that policy work should have been integrated with the work on management strategies (e.g. ICM, critical habitats, MPA, fisheries).",negative,4625
4626,"The policy review had made it clear that implementation and enforcement are major weaknesses, yet little if anything was done to demonstrate effective ways of improving implementation and enforcement through country level pilots.",negative,4626
4627,This has hindered the due appropriation of the project.,negative,4627
4628,"Sometimes, the attributions of the project and its partners are unclear, partially due to the limited identity of the project.",negative,4628
4629,"Less progress was made on investment cases, and this planned output was removed from the priorities in view of other initiatives such as cost-of-hunger profiles.",negative,4629
4630,This implied missed opportunities to leverage resources for nutrition priorities as originally envisaged.,negative,4630
4631,"However, plans in all eight cases remained unimplemented because funding was lacking.",negative,4631
4632,"In two countries, institutional limitations precluded progress towards this outcome.",negative,4632
4633,"Along with other partners, the initiative contributed to significant enhancements in institutional capacity, although sustainability cannot be guaranteed.",negative,4633
4634,"However, there was no clear agreement among global stakeholders regarding whether REACH should focus purely on mobilizing partners to provide technical inputs or play a direct role in addressing capacity gaps.",negative,4634
4635,Country- level stakeholders had differing opinions as to whether REACH should or could have a coordinating function among United Nations agencies.,negative,4635
4636,Progress was strongly affected by the willingness of United Nations agencies to collaborate at the country level.,negative,4636
4637,Progress towards this outcome was uneven and depended on local institutional factors and the personalities of country heads of United Nations agencies.,negative,4637
4638,There was some loss in programming efficiency because of delays in the placement of REACH facilitators in all countries.,negative,4638
4639,"As a result, preliminary data were often out of date and in Bangladesh, Ghana, Mozambique, Rwanda and the United Republic of Tanzania, some of the people involved in formulating CIPs had moved on.",negative,4639
4640,There has been insufficient attention to the effects on the SUN movement when REACH ends.,negative,4640
4641,"In addition, country exit strategies were premature in relation to progress, and were developed late in the process.",negative,4641
4642,The capacity to deliver EMPRES components continues to be reduced and is insufficient to meet demand.,negative,4642
4643,This is coupled with the suboptimal use of existing capacity.,negative,4643
4644,"However, in South Sudan the food security information gap remains vast.",negative,4644
4645,In such conditions IPC analysis on its own is not enough.,negative,4645
4646,"A full-time gender expert should be hired; if that is not possible in the short-term, the SLC should provide guidance at the subregional level.",negative,4646
4647,"At the country level, gender should be viewed as an economic issue; while men should be included in outreach strategies, women must be encouraged to pursue new opportunity in the agricultural sector.",negative,4647
4648,"Most of them were promoted through regional projects, which were often developed with only limited input from the country office.",negative,4648
4649,"As a result, the relevance, expected outcomes and benefits of the projects were often not adequately understood and aligned with the priorities of the country.",negative,4649
4650,"However, there was room for further strengthening of partnerships, particularly those just beginning with civil society and the private sector.",negative,4650
4651,To date a common strategic discussion between staff at regional and country level over the best kind of partnerships for the country has not taken place.,negative,4651
4652,"Staff has not been systematically briefed or trained on the topic, and what was aimed to be achieved in this aspect was unclear.",negative,4652
4653,"Even when research has produced relevant findings on gender in Lao, it has not been disseminated or applied to implementation.",negative,4653
4654,"There were too many projects that were too small, and this affected efficiency and potentially wider impacts.",negative,4654
4655,"Project design was not based on a strong contextual understanding and lacked a theory of change, and though logical frameworks were used systematically, at times their quality was low.",negative,4655
4656,"The design of some projects and activities was not informed by a strong understanding of the context and lacked a corresponding theory of change to bring about longer term, more significant changes.",negative,4656
4657,Beneficiary targeting was rarely adequate and initial needs assessments were often carried out too rapidly at field level.,negative,4657
4658,"In the case of ENAF, a large proportion of the delay came as a consequence of the delays faced by ENACT.",negative,4658
4659,The lack of a tailored monitoring framework for the project made it difficult to closely monitor the implementation and identify measures to avoid delays.,negative,4659
4660,"At a number of points, it has emerged that ILO constituents at national level often lack capacity, sometimes interest, in the area of extending the social protection floor.",negative,4660
4661,ILO visibility continues to be lower than it should be.,negative,4661
4662,"Internally, this will probably involve introducing changes to the current configuration of technical support in the various programmes linking it to employment policy development with the aim of improving the coherence of ILO policy messages at country level.",negative,4662
4663,"In addition, this evaluation also points to the likelihood of additional efficiencies being realized through such a rationalization process.",negative,4663
4664,Repeated assistance to countries under the same outcome indicator and country programme activities under overlapping outcome indicators do not adequately reflect the support and progress being made within the broader policy cycle.,negative,4664
4665,The monitoring of underlying efficiency differences in NEP processes in different countries misses a defined scope or set of minimum quality standards for NEP formulation.,negative,4665
4666,Field employment specialists are not distributed consistently enough to support current and future (pipeline) NEP-supported target countries.,negative,4666
4667,Africa-based support in particular appears under supplied.,negative,4667
4668,This is partly due to national budgetary constraints and internal government coordination issues.,negative,4668
4669,Tools and services for these phases within the ILO strategy have only recently been defined.,negative,4669
4670,Country case studies show that this is not automatic and situations can arise where specific groups end up in disadvantageous situations.,negative,4670
4671,More attention will need to be paid to this.,negative,4671
4672,On the other hand the programme has in several instances worked at arms length with some of the departments concerned.,negative,4672
4673,There has been an imperfect meeting of minds within the ILO about which data to collect and the confidence to place in the SES analysis; on how to collect data and on the analysis and interpretation of that data.,negative,4673
4674,"For example a flagship publication7 put out in September 2004 was issued as a SES product rather than an ILO-endorsed set of policies, however, with little clarity as to why this distinction was being made.",negative,4674
4675,"The publication posed challenges to the Office in handling how to distinguish between what was published work that was exploratory and innovative, but that did not represent ILO policy positions.",negative,4675
4676,"Had it been reviewed with the latter more in mind, it could have converted what is basically an important report raising serious issues into one that the ILO could safely share with the inter-governmental process.",negative,4676
4677,"However, some aspects of design could be improved primarily with respect to the scope of engagements and sequencing of activities.",negative,4677
4678,"Sometimes, insufficient attention is paid to the nature, magnitude and institutionalization of training for labour inspectors; the design of sanctions and associated administrative and judi- cial procedures; and the development of comprehensive strategies and operating plans for labour inspectorates.",negative,4678
4679,"From a broader institutional perspective, while the Office has established planning and control systems, some deficiencies are apparent.",negative,4679
4680,"These include: functional limitations in the Integrated Resource Information System (IRIS); the lack of inte- gration of planning, reporting and financial systems; and the absence of a mechanism to inde- pendently validate reported results.",negative,4680
4681,Well-defined outcomes and indicators are needed to ensure accountability and provide a basis for continuous improvement.,negative,4681
4682,While ILO seeks to support member States in keeping with international standards as reflected in Conventions Nos.,negative,4682
4683,"Achieving greater compliance with applicable laws and regulation is dependent on numerous social, political and economic factors; it requires actions across multiple fronts.",negative,4683
4684,"However, this is where the implementation of ILS outside the formal sector must make progress if they are to benefit a large proportion of the population.",negative,4684
4685,"At this stage without substantial extra funds, the Office can do little more than monitor and take on board good practice lessons from its own experiences.",negative,4685
4686,One must recognize that the resources of the Office are not sufficient for all of the mandates and actions it is requested to assume.,negative,4686
4687,Progress by consensus is always rather slow and there are some good signs that all parties appreciate the need for reform.,negative,4687
4688,"However, as long as the FPRW outcomes are mirrored in separate organizational units, the 2008 Declaration's policy call for synergy is the only overriding incentive for managers to blend and combine outcome-linked regular budget (RB) financing.",negative,4688
4689,Similar constraints do not exist for the use of extra-budgetary resources with various projects combining the principles within one project framework.,negative,4689
4690,These vary in depth and scope from project to project.,negative,4690
4691,There is no comprehensive strategy for mainstreaming FPRW into all of the Office's work despite the policy mandate in the 2008 Declaration.,negative,4691
4692,"However, a common strategy for all sectors of the Office aimed at achieving the long-term objectives of the resolution has not been developed.",negative,4692
4693,Such a strategy could have been of great use to the Office in realizing its commitment to results-based management.,negative,4693
4694,To this end planning of specific activities for the implementation of the overall strategy or the sub-strategies would be needed.,negative,4694
4695,A detailed strategy would reinforce the spirit of the conclusions drawn in the ILC resolution in 2004 and its call for a plan of action that takes into account the established elements.,negative,4695
4696,Still there were a number of interview responses stating that ILO had lost a significant amount of ground in OSH-related global issues.,negative,4696
4697,"The reasons the interviewees gave was the activity of other similarly oriented international organizations, the minimal agreements between many constituents which prohibit the ILO playing a more advanced role in OSH, a lack of collaboration between ILO and other global organizations, and missed opportunities to promote OSH to donor organizations.",negative,4697
4698,"Consequently, the formerly undisputed position of ILO as a global leader in OSH-related issues, and OSH standard setting, is likely to become increasingly vulnerable.",negative,4698
4699,It is the only UN system organization to follow this pattern.,negative,4699
4700,The location conveys an impression of lack of independence.,negative,4700
4701,"However, there is little effective connection between evaluation and results-based management within the Office.",negative,4701
4702,"Self-evaluation at the programme level is not as well developed as would be hoped, although a number of exercises show promise.",negative,4702
4703,"There have been training initiatives, but the results have been uneven and there is an expressed need for additional training at all levels, including for stakeholders.",negative,4703
4704,"While there has been an effort to engage stakeholders in a participatory process in evaluations, this has not always been considered satisfactory.",negative,4704
4705,"A second issue is the nature and unpredictability of exis- ting donor funding for social protection, which often results in rather small, short projects that are not conducive to supporting long-term processes of change.",negative,4705
4706,"Finally, in the absence of comprehensive capaci- ty-building strategies and systematic monitoring of progress, combined with high levels of staff turnover in key ministries, gains made in building local social protection capacity are under threat.",negative,4706
4707,The lowest level of coherence was found in countries that did not have formal ILO representation.,negative,4707
4708,"Here, project teams tend to run their projects separately, and there is less systematic coherence and coordination.",negative,4708
4709,In none of the cases reviewed were the DWCPs costed and anchored in budgets.,negative,4709
4710,"As a result, they are somewhat theoretical and, unless costed, cannot be the basis for realistic results-based management (RBM).",negative,4710
4711,These were mostly associated with delays in recruitment or procurement.,negative,4711
4712,"Some ILO TC project personnel, in countries lacking a country representative, were strongly critical of the difficulties they face because of their lack of authority over recruitment, procurement and financial management.",negative,4712
4713,This has proved particularly challenging in instances where their managers (based in other offices) are unavailable for long periods of time and have failed to nominate temporary replacements.,negative,4713
4714,"This results in infrequent or insufficient field missions, particularly with regard to country portfolio and policy development, and results in missed opportunities.",negative,4714
4715,It is for pro- gramme staff to develop relationships of trust and conduct a sustained policy dialogue under such condi- tions.,negative,4715
4716,"Furthermore, some project personnel perform representational and administrative support functions beyond their core responsibilities in countries without country directors, cutting into their core project management responsibilities.",negative,4716
4717,Coordination activities by YEP to support internal coherence and complementarity have been hindered by its limited empowerment and lack of dedicated human resources.,negative,4717
4718,"This is a major constraint in trying to technically anchor the large and growing portfolio of projects, people and agencies involved in ILO youth employment initiatives.",negative,4718
4719,"The degree of youth employment coordination among various ministries, government agencies and the social partners has been reported as generally low for many of the countries where the ILO is working on youth employment.",negative,4719
4720,"There are often conflicting priorities across ministries, which deter efforts to integrate approaches within the public sector.",negative,4720
4721,"A more strategic and results-oriented approach to decision-making on national interventions could contribute to increased effectiveness and target specialized needs (i.e. enlarged network of stakeholders, disadvantaged youth groups).",negative,4721
4722,"The multi-faceted character of interventions requires multi-disciplinary approaches, and this is why youth employment initiatives are normally multi-departmental.",negative,4722
4723,"The Youth Employment Programme is an important ILO resource to generate integration and coordination of interventions, but it lacks adequate dedicated resources and an administrative presence to create and manage a complex internal partnership arrangement.",negative,4723
4724,"As the lead technical UN agency, the ILO will have to develop not only the expertise but also the organizational and management systems to reduce the high transaction costs associated with multi-agency processes.",negative,4724
4725,"A specific responsibility and set of tools are needed to do this in the Office, which would enable YEP to better coordinate within its limited capacities.",negative,4725
4726,"On the negative side, the number of ILO projects that include gender equality in outcomes, outputs and activities has decreased over the Action Plan period.",negative,4726
4727,"Nearly three quarters of projects are classified with no or only few objectives, outcomes, outputs or activities to promote gender equality.",negative,4727
4728,Gender equality can sometimes be viewed as optional in technical cooperation or DWCPs (i.e. proposals are not rejected if gender equality is not addressed).,negative,4728
4729,"Nearly three quarters of projects are classified with no or only few objectives, outcomes, outputs or activities to promote gender equality.",negative,4729
4730,Gender equality can sometimes be viewed as optional in technical cooperation or DWCPs (i.e. proposals are not rejected if gender equality is not addressed).,negative,4730
4731,"Apart from appraising DWCP documents and planning technical cooperation projects, what the implementation of ILO initiatives matters.",negative,4731
4732,"However, given that, in opera- tional terms, ILO is not a humanitarian agency, it has often played a secondary role in the humanitarian field.",negative,4732
4733,"This has frequently resulted in: the marginalization of topics related to employment and social dia- logue in reconstruction plans; reduction in the amount of funds allocated to the topics covered by the ILO; insufficient involvement of the social partners in setting out strategies and reconstruction plans, recovery and development; and exclusion of ILO from the overall rebuilding process.",negative,4733
4734,"However, there is still some way to go before initiatives address gender as a force for change in development.",negative,4734
4735,"In a number of interventions, the participation of women is nominal, especially in some of the more male-dominated societies.",negative,4735
4736,"As highlighted in a number of evaluations, for example in Africa, the Americas and the Caucasus regions, obstacles and barriers are particularly strong in areas which have experienced civil strife or faced transitions to democracy.",negative,4736
4737,"Such countries often have only a weak social fabric and are characterized by other challenges, e.g. fragmentation within social partner organizations.",negative,4737
4738,"The need to have longer term commitments and a more incremental approach to achieving positive outcomes and sustainability was recommended in many reports related to capacity building and sound industrial relations (including non-ILO interventions, such as in the EU), particularly in countries where social dialogue and tripartism are facing substantial barriers.",negative,4738
4739,"In the context of labour law and labour administration, evaluations highlighted the insufficiency of ILO capacities, both at headquarters and in the field, as a crucial barrier to achieving better results.",negative,4739
4740,"Risks (external factors that can disturb or destroy an intervention) are often not considered, or if they are, then in overly optimistic ways.",negative,4740
4741,"The lead time to start up a project or other planned activity is typically underestimated, often leading to long delays and serious problems to arrive at completion, or even complete failure to deliver useful results.",negative,4741
4742,"The SFP has a special responsibility to deal with the apparent limited knowledge of SF in many TC projects and Country Offices, as well as perceptions by some that social finance is a Headquarters project.",negative,4742
4743,The Social Finance Network has played less of an integrating role than anticipated.,negative,4743
4744,"This reflects the knowledge and understanding of social finance at the field level, which is still too dependent on the professional background and interest of individual ILO staff members.",negative,4744
4745,The social finance concept has not yet sufficiently penetrated the ILO structures.,negative,4745
4746,It is a challenging task to move beyond assessing the achievements of individual projects to assessing the achievements in terms of DWCP outcomes.,negative,4746
4747,"To be able to do so, the DWCP evaluation framework needs to be thought through when the DWCP is being designed.",negative,4747
4748,"The use of annual progress and final reports to the donors and Programme Implementation Reports do not allow for critical and comprehensive analysis of results achieved, nor the identification of opportunities, and challenges.",negative,4748
4749,This limits the scope for improvement and discussion around possible synergies.,negative,4749
4750,"Many of the challenges related to a lack of dedicated staff to this project, coordinating across units at headquarters, as well as budgets and co-financing requirements.",negative,4750
4751,Management of the project often relied on the good will of country offices.,negative,4751
4752,"However, ensuring that W4Y was relevant as a discernible input into policy, programme or dialogue proved to be very challenging.",negative,4752
4753,The team found few instances where stakeholders saw the SWTS as an important input into the major government policy and program initiatives to youth employment.,negative,4753
4754,"While ILO and MCF have utilized and disseminated SWTS information there has to date been limited use of the SWTS microdata, SWTS reports and the YouthPOL database among global stakeholders.",negative,4754
4755,"The potential value (or impact) of the investment in assembling this global repository of detailed information will diminish over time unless there are additional efforts to: gather comparable information in more counties, gather comparable information in countries over time and expand the user base for the information.",negative,4755
4756,"Although gender issues have been identified in the Code of Practice, Recommendation 200 and other ILO documents, the ILO strategy on gender and HIV in the world of work is still not very strong.",negative,4756
4757,Isolated efforts have been undertaken but gender needs to be more solidly and explicitly integrated across HIV in the world of work programming.,negative,4757
4758,Monitoring tools and processes have not been sufficiently tailored to the needs of project implementers.,negative,4758
4759,The project does not integrate gender equality related objectives in the logframe at the design stage of the project.,negative,4759
4760,It also does not provide guidance on promoting cross-fertilization and collaboration with other outcomes.,negative,4760
4761,The DWCPs are the most effective vehicles for delivering ILO support to member States.,negative,4761
4762,"The employment-intensive construction methods are disadvantaged by long-held national and international concerns about the management intensity for government institutions and their contractors, and perceived risks linked to the relatively slow disbursement of funds.",negative,4762
4763,In some countries there are perceptions of the methodology being donor-driven rather than nationally owned.,negative,4763
4764,"Finally, corruption remains a major problem within infrastructure investment and there is some resistance to the increased transparency associated with these methods, particularly given the range of EIIS management tools for effective management and local governance.",negative,4764
4765,"There are wide disparities in the number of countries covered by each regional office (RO), Decent Work Technical Support Team (DWT) and by each country office (CO), as well as in the office architecture.",negative,4765
4766,"Constituents, staff and donors expressed concerns that the offices serving a large number of countries are unreasonably overstretched.",negative,4766
4767,There does not appear to be a systematic process for determining demand at country or regional levels although the process of developing DWCPs partly serves this purpose.,negative,4767
4768,"Whene- ver new technical needs emerge, the lack of agility or flexibility in the biennial budgetary and program- ming process, and lengthy recruitment and mobility processes, inhibit responsiveness.",negative,4768
4769,This is a major factor in determining whether or not the ILO is an effective partner in all UNCTs.,negative,4769
4770,Dispa- rity in the number of countries covered by offices in the field needs to be addressed to ensure quality and equitable delivery of services.,negative,4770
4771,This is in part explained by the fact that the implementation of the MCOF at these levels does not always imply additional allocation of resources.,negative,4771
4772,"However, as the MCOF is a tool for fostering improved internal coordination and programmatic coherence at all levels, a strengthening of the internal coordination mechanisms and the allocation of resources on a consistent and ongoing basis are required for undertaking comprehensive assessments and developing response strategies at different stages of a crisis with mobility dimensions, including in anticipation of or in the wake of a crisis situation.",negative,4772
4773,"The report notes, however, that, with the expansion of the Facility, the number of projects to review, comment on and submit to the IOM Director General for approval has been increasing.",negative,4773
4774,"Furthermore, the improved management, through the creation of two databases that require constant monitoring, information sharing with IOM Member States and the monitoring of information exchanges with IOM Missions on project endorsement and implementation, has put pressure on the two IOM staff in charge of the Facility.",negative,4774
4775,"Further inclusion of other project stakeholders such as formal partners or associates could also have increased the capacity development in the medium term of government, civil society, diaspora groups and other main actors.",negative,4775
4776,"The Steering Committee meetings composition, and responsibilities should have been set out during the inception meeting and reviewed during implementation.",negative,4776
4777,"The benefits to the direct beneficiaries, i.e. migrants would have had the most relevance to objective 4 – Improve remittance transfer services, and provide remittance transfers through formal financial institutions.",negative,4777
4778,This component could have benefited from further expansion and replication among migrants themselves.,negative,4778
4779,"Apart from neighbourhood opposition, the municipal and national elections and the referendum, a difficult economic situation in the country additionally prolonged the efficient Open Centre set up.",negative,4779
4780,"Capital controls following the parliamentary elections in September 2015 disrupted procurement, contracting and refurbishing procedures.",negative,4780
4781,"At Headquarter level, the private sector liaison team in the Donor Relations Department (DRD) remains small with the Head also having other donor liaison functions.",negative,4781
4782,"Overall, there are limited dedicated human resources for private sector and most of the interviewees considered it to be inadequate particularly for an Organization that is highly dependent on fundraising and voluntary contributions.",negative,4782
4783,"There are however other efforts such as knowledge management, which were not implemented (due mostly to lack of human and financial resources), putting sustainability efforts at risk.",negative,4783
4784,The lack of commitment for predictable funding is a major obstacle to both ensuring outcomes are met and that they become sustainable.,negative,4784
4785,"No. 12 was also awaited since November 2017 due to the donor considering new funding and an extension until the end of 2018, allowing the implementation of additional activities.",negative,4785
4786,The modification of the cooperative agreement was finalized in May 2018.,negative,4786
4787,"One of the main reasons for the difficulty in obtaining reimbursements is the lack of interest of IOM donors in reimbursing amounts used for evacuations, which represented 71 per cent of the funds to be repaid as at 31 December 2015.",negative,4787
4788,Another reason is the reluctance of donors to use their contributions for retroactive reimbursements of operations funded by MEFM.,negative,4788
4789,The areas which require some improvements are those related to the implementation of the community plans and ensuring that proper responsibility and monitoring is conducted to track the plans.,negative,4789
4790,"Based on focus group discussions, some communities highlighted that their expectations were not met and that they were not aligned with what IOM had intended to provide.",negative,4790
4791,The further breakdown and single counting still does not allow for insight into the scale of the adoption of change or the implementation of agreed action.,negative,4791
4792,The new indicator set focusses more on the implementation phase (outcomes) as opposed to a mix of adoption and implementation in the old set.,negative,4792
4793,"A connected issue is the tension between the normative role UN Environment Programme as a whole is designed to play, and the operational role it has in practice.",negative,4793
4794,"Because of the normative focus, any substantive changes that are achieved in practice may go unreported.",negative,4794
4795,This criterion includes consideration of partner and stakeholder engagement in the period between project approval and mobilisation.,negative,4795
4796,The issue of stakeholder participations could be more closely associated with a weak demand-driven approach than during actual project implementation.,negative,4796
4797,"As a result, the project entered into the Project Information Management System often does not entirely match the work delivered or is delivered via multiple, often separate, donor- funded projects.",negative,4797
4798,The existence of more than one set of project results (one reviewed and approved internally and another forming a commitment to a donor) poses challenges for accountability and weakens the potential for the demonstration of performance.,negative,4798
4799,The first was the question of prioritisation of activities as a means to limit the effects of funding shortfalls on PoW delivery.,negative,4799
4800,"While simple prioritisation of activities would certainly guide allocation of MTF resources and fundraising activities in the short term, views remain polarised regarding the wider question of the scope of work and whether this should be tailored to available resource).",negative,4800
4801,The second was the question of how to improve the ratio between administrative and programme costs.,negative,4801
4802,"Mechanisms for gender mainstreaming have been put in place in some of the core areas of UNEPs work, but, these are not yet robust enough to ensure compliance and a meaningful integration of gender perspectives into operational or programmatic areas of work.",negative,4802
4803,"The low level of resource allocation from core funds and external funds mobilization, low awareness level of staff regarding the GePA, insufficient commitment by management and staff to promote meaningful gender mainstreaming, and inadequate mechanisms for ensuring results suggest that gender mainstreaming in UNEP is not yet sustainable.",negative,4803
4804,The implementation of the GePA has been weakened by a number of constraints.,negative,4804
4805,Some of these weaknesses are strategic and can be traced back to the very core of the UNEP gender equality mandate and the strategy it has adopted to operationalize this mandate.,negative,4805
4806,Other weaknesses are more operational and relate more to institutional arrangements and implementing mechanisms adapted to support gender mainstreaming institutionally and operationally.,negative,4806
4807,The context is unclear: there is no statement as to how gender equality and equity should be understood in UNEP and how it applies to UNEP work.,negative,4807
4808,There is also no vision statement to create an institutional value and a sense of direction and opportunity for gender equality and equity.,negative,4808
4809,"Hence, many GFPs are inactive.",negative,4809
4810,"The role of the SGA, gender coordinators and GFPs also need to be revisited.",negative,4810
4811,The GePA has not consistently indicated expected outcomes and outputs of these partnerships.,negative,4811
4812,"And, UNEP partnership policy has not defined the framework for engagement of partners on gender and environmental issues.",negative,4812
4813,"But, UNEP is having difficulty in successfully demonstrating its contribution to this endeavour.",negative,4813
4814,"UNEP projects are unable to demonstrate their contribution to promoting gender equality mainly due to lack of substantive gender considerations in the project design and implementation, lack of sex-disaggregated and gender-specific information in monitoring and reporting, and lack of attention to gender dimensions in UNEP evaluations.",negative,4814
4815,"This lack of authority can; impede SPCs from getting access to progress information from other divisions, limit their ability to influence project and programme design processes and constrain their influence on resource allocation decisions to pursue alignment with subprogramme priorities.",negative,4815
4816,"Their ability to ensure that actions are taken to mitigate corporate risks to subprogramme implementation is also weak, especially when actions are required beyond the Lead Division.",negative,4816
4817,SPCs currently lack access to budgetary resources to perform coordination duties unless they happen to hold other substantive responsibilities that can afford them some flexibility in this regard.,negative,4817
4818,It would seem that the resource allocation trends associated with the former divisional structure prior to 2010 have been used to guide allocation of the Environment Fund.,negative,4818
