,segment,sentiment,id
5938,A preliminary evaluation of the GCM/NCD was conducted in 2017 and reported to the Seventy-first  World Health Assembly through the 142nd session of the Executive Board in January 2018.,neutral,5938
5939,The  preliminary evaluation assessed the extent to which the GCM/NCD produced results and provided  added value.,neutral,5939
5940,"It presented an understanding of the results achieved between 2014 and 2017 and  examined their relevance, effectiveness and efficiency, considering the terms of reference and the  workplans covering the periods 2014–2015 and 2016–2017.",neutral,5940
5941,"The preliminary evaluation found the GCM/NCD to be relevant, with a range of significant early  achievements (e.g. policy dialogues, exchange platforms).",positive,5941
5942,These achievements varied considerably by  function.,neutral,5942
5943,"In particular, the GCM/NCD was shown to provide added value as the first body to  implement the WHO Framework of Engagement with Non-State Actors and the only WHO instrument  aimed at facilitating multistakeholder and cross-sectoral collaboration in the area of  noncommunicable diseases (NCDs). ",positive,5943
5944,The preliminary evaluation also recognized the added value of the  GCM/NCD in contributing to the implementation of the NCD-GAP.,positive,5944
5945,"The preliminary evaluation generated a series of recommendations focusing on the need to: (a)  develop a medium-term strategic plan with a clear vision and a robust results framework; (b)  formulate a clear engagement strategy for Member States, United Nations funds and programmes  and other relevant intergovernmental organizations, and non-State actors; (c) develop appropriate  processes for effective coordination, communication and dissemination of information on main  activities and outputs; (d) enhance the country reach of the work of the mechanism; (e) improve the effectiveness of activities; and (f) identify and share information on existing and potential sources of  finance and cooperation mechanisms. ",negative,5945
5946,"Building on the preliminary evaluation, the objective of this final evaluation was to assess the  effectiveness of the GCM/NCD, its added value and its continued relevance to the achievement of the  2025 voluntary global targets, including its possible extension. ",neutral,5946
5947,"The scope of the final evaluation  involved an assessment of the results derived from the implementation of the work-plan covering the  period 2018–2019, which reportedly took into account the recommendations of the preliminary  evaluation, as well as the work-plan for 2020.",neutral,5947
5948,"It also considered the lessons learned and the uptake  of the recommendations of the preliminary evaluation of the GCM/NCD – that is, the extent to which  these were actioned, and to what effect. ",neutral,5948
5949,"Due to the complementary nature of the two-phased evaluations, the high-level evaluation questions  were similar to those that guided the preliminary evaluation:  EQ 1: How relevant was the GCM/NCD to the achievement of the 2025 voluntary global  targets?",neutral,5949
5950,Which were the main results and added value of the GCM/NCD secretariat towards  achieving the five functions of the GCM/NCD as outlined in its terms of reference? ,neutral,5950
5951,Which were the main influencing factors that either facilitated or hampered the  successful delivery of the GCM/NCD workplans? ,neutral,5951
5952,How did WHO work with others to advance the implementation of the workplans of the  GCM/NCD? ,neutral,5952
5953,"The final evaluation built on the preliminary evaluation and, as such, embodied a high degree of  continuity in terms of its scope, method and overall approach – adapted to the logistical limitations  associated with the COVID-19 pandemic.",neutral,5953
5954,The overall process and methodological approach followed  the principles set forth in the WHO evaluation practice handbook and the United Nations Evaluation  Group Norms and Standards for Evaluation and Ethical Guidelines for Evaluation. ,neutral,5954
5955,"The evaluation relied  on a cross-section of information sources, using a mixed-method approach which included: 1. document review of a wide range of existing secondary data;  2. questionnaires which were administered to two stakeholder groups: Member States and non- State actors in official relations with WHO. The mid-point evaluation of the NCD-GAP was  conducted concurrently with this evaluation and, given the COVID-19 context and the fact  that the stakeholder groups were the same for both evaluations, one consolidated  questionnaire containing questions pertaining to both the NCD-GAP and the GCM/NCD  evaluations was sent to each stakeholder group. ",neutral,5955
5956,"A total of 39 Member States  provided feedback to the questionnaire; of these, 16 Member States responded to the  questions on the GCM/NCD.",neutral,5956
5957,All non-State actors in official relations with WHO were asked if  they wished to receive a questionnaire. ,neutral,5957
5958,"Requests for the questionnaire were received from  60 organizations in official relations with WHO and completed questionnaires were received  from 18 organizations, with six providing contributions to this evaluation.",neutral,5958
5959,"key informant interviews(46) with key stakeholders, including Member State representatives  (12 Member State representatives who had leading roles in GCM processes, such as working  groups, general meetings or global meetings, were contacted but only four provided inputs to  the evaluation), United Nations agencies, academia, civil society organizations, private sector  associations, other development partners and WHO staff. Due to COVID-19 constraints, all  interviews were conducted remotely. ",neutral,5959
5960,"The analysis of secondary data covered the entire period of the GCM/NCD, using the preliminary  evaluation as a key data source for the period 2014–2017, but primary data collection focused on the  period since the preliminary evaluation, that is 2018–2020. ",neutral,5960
5961,The timing of the data collection phase (July–September) and the ongoing COVID-19 pandemic  resulted in some challenges in obtaining responses to questionnaires and in scheduling interviews.,neutral,5961
5962,"In  addition, the fact that joint questionnaires were issued for the GCM/NCD and NCD-GAP evaluations  resulted in an abridged set of questions around the GCM/NCD which could have limited the feedback  received from those Member States and non-State actors that responded. ",neutral,5962
5963,"Despite these limitations, the evaluation was able to gather robust data from all stakeholder groups,  and the level of response to the questionnaires has been taken into account when triangulating the  results of the questionnaires with other sources. ",neutral,5963
5964,"The five functions, and hence the mandate, of the GCM/NCD continue to be relevant in supporting  the implementation of the NCD-GAP and are well aligned with the Thirteenth General Programme of  Work, 2019–2023 and target 3.4 of Sustainable Development Goal 3.",positive,5964
5965,"As such, they can be considered  to be ‘core business’ for WHO as a whole – a fact which is made clear in the wording of the NCD-GAP  itself.",positive,5965
5966,"Indeed, the evaluation identified many examples where parts of WHO other than the GCM/NCD  were working effectively to support the functions.",positive,5966
5967,"Advocacy, awareness-raising and dissemination of knowledge with the goal to advance multisectoral  action were perceived by the majority of stakeholders as being highly significant. ",positive,5967
5968,"The current advocacy  efforts highlighting the links between COVID-19 and NCDs were perceived as relevant, particularly by  civil society actors. ",positive,5968
5969,"While there was clear agreement that the overall purpose and functions of the GCM/NCD continue to  be relevant, specification of the functions could be improved by tailoring them to the different needs  and gaps identified at the global, regional and country levels.",negative,5969
5970,A theory of change demonstrating the  value chain of the mechanism would provide clarity in setting goals and targets and reduce the current  level of duplication of efforts and overlaps both with other units in WHO and with other partners.,negative,5970
5971,The 2017 preliminary evaluation noted the absence of a results framework and strategic plan and that  is still the case.,negative,5971
5972,"These essential managerial tools would enable the GCM/NCD to establish priorities,  to demonstrate its role in support of other WHO departments and external stakeholders, to realize  potential synergies and, ultimately, to confirm its relevance. ",negative,5972
5973,"In the period 2018–2020, a sizeable proportion of the GCM/NCD activities have been related to  functions 1 (advocacy and awareness-raising) and 2 (disseminating knowledge and sharing  information). ",neutral,5973
5974,"In contrast, there was less evidence of tangible outputs in relation to functions 3  (encouraging innovation and identifying barriers), 4 (advancing multisectoral action) and 5  (advocating for the mobilization of resources), although all three were clearly also recognized as  important. ",negative,5974
5975,"The GCM/NCD activity in respect of advocacy and awareness-raising has centred on the organization  of meetings, global dialogues, etc., and the immediate networking opportunities they provided. ",positive,5975
5976,"Civil  society organizations frequently indicated that their participation in such events had helped to  strengthen their own profile, public messaging and networks.",positive,5976
5977,"More generally, however, it is difficult  to identify specific results and practical changes in policy or practice that stem from such events. ",negative,5977
5978,The GCM/NCD has also proven effective in incorporating NCDs into COVID-19 response activities. ,positive,5978
5979,"While the COVID-19 pandemic has adversely affected delivery of the workplans, it may be a source of  renewed momentum in the near future. ",positive,5979
5980,"Alongside major global events and multi-stakeholder meetings, other activities undertaken by the  GCM/NCD in support of its role in advocacy, awareness-raising, disseminating knowledge and sharing  information included development of the Knowledge Action Portal, live webinars, communities of  practice, working groups and research connect. ",positive,5980
5981,"While the Knowledge Action Portal clearly has the  potential to be a valuable tool for sharing knowledge and best practice and was widely appreciated  by civil society organizations, evidence suggests that further effort is needed to improve its reach to,  and relevance at, the regional and country levels. ",negative,5981
5982,"The Second Civil Society Working Group on NCDs and the GCM/NCD contributions to the WHO  Independent High-level Commission on NCDs, which led to a series of political statements on the  prevention and control of NCDs being issued, are positive examples of joint working and lobbying for  change.",positive,5982
5983,"However, the uptake and follow-up of such statements and their contribution to tangible  changes at the country level are less clear.",negative,5983
5984,Development of practical “how to” tools and materials for  adoption and use at the country level was included in the mechanism’s 2018–2019 workplan but has  not yet been accomplished.,negative,5984
5985,The levels and intensity of engagement between the GCM/NCD and partners varied.,neutral,5985
5986,"The relationship  with civil society actors appeared strong and highly valued for the most part, particularly as the  GCM/NCD facilitated a unique entry point to WHO and a voice to many non-State actors.",positive,5986
5987,"However, in  the absence of tools and engagement plans to guide multistakeholder and multisectoral action, it  proved difficult for participants and Member States to actively contribute to the GCM/NCD activities  and to drive its agenda forward.",negative,5987
5988,The role of business associations in helping the GCM/NCD to deliver  on activities needs clarity and further work will be needed to provide concrete actionable purpose,negative,5988
5989,"As previously mentioned, the absence of an explicit results framework with clearly defined objectives  renders an objective assessment of the extent to which the GCM/NCD has met the goals set out in its  workplans and the fitness for purpose of the GCM/NCD achievements more difficult. ",negative,5989
5990,"Notable efforts to enhance coordination within WHO in order to achieve the NCD-related Sustainable  Development Goal targets include the recent move to bring the GCM/NCD and the United Nations  Inter-Agency Task Force on the Prevention and Control of Non-communicable Diseases together  within the Global NCD Platform, and the establishment of the WHO internal horizontal network for  collective action towards the NCD-related Sustainable Development Goal targets. ",positive,5990
5991,"While some non-State actors appreciated the fact that the GCM/NCD provided a single point of access  to WHO, others noted what they perceived to be an unclear delineation of roles between the  v mechanism, the United Nations Inter-Agency Task Force on the Prevention and Control of Non- communicable Diseases and NCD technical departments, leading to misunderstandings and lost  opportunities across the WHO NCD space and contributing to delays, overlaps and duplication of  efforts.",negative,5991
5992,"The fact that the GCM/NCD is a Member State-led mechanism provides it with legitimacy and  organizational support, including in the eyes of non-State actors. ",positive,5992
5993,"In practical terms, however, Member  States appear to have had few opportunities to become actively engaged in guiding the work of the  GCM/NCD and overseeing its progress.",negative,5993
5994,"More frequent, routine reporting on progress against  workplans to governing bodies, over and above that currently provided via the Health Assembly, could  provide scope for the GCM/NCD to benefit from Member States’ views on needs, priorities and best  practices at the country level.",negative,5994
5995,"Suggestions to address the mismatch ranged from increased funding for the  mechanism, to more rigorous prioritization resulting in fewer, more focused activities.",negative,5995
5996,"The GCM/NCD  leadership capacity and resources need to be matched with its functions, priorities, and ambitions. ",negative,5996
5997,"Given the political sensitivities around multistakeholder engagement, it was also suggested that,  alongside technical skills in areas relating to NCDs, the GCM/NCD secretariat should also ensure it has  the necessary skills in diplomacy, partnerships, advocacy and communication. ",negative,5997
5998,The planned establishment of a pooled fund to enhance sustainable financing for the GCM/NCD and  Member States’ efforts towards prevention and control of NCDs could deliver benefits to the  GCM/NCD. ,positive,5998
5999,"However, in the light of the intention to set up the Multi-Partner Trust Fund under the  auspices of the United Nations Inter-Agency Task Force on the Prevention and Control of Non- communicable Diseases, the justification for two such funds needs to be considered.",negative,5999
6000,"As mentioned above, the GCM/NCD reporting line within the WHO organizational structure evolved  over the period covered by this evaluation.",neutral,6000
6001,"Locating the mechanism in the Global NCD Platform, with  a direct reporting line to the Deputy Director-General, was intended to enhance the mechanism’s  authority, autonomy and ability to interact with a broader range of partners within and beyond WHO.",neutral,6001
6002,"Additionally, placement of the United Nations Inter-Agency Task Force on the Prevention and Control  of Non-communicable Diseases alongside the GCM/NCD within this Platform was expected to  enhance cohesion between the two instruments.",neutral,6002
6003,"While it is perhaps too early to assess the  effectiveness of such a move, greater separation between the GCM/NCD and the relevant NCD  technical departments has reportedly increased the risks of duplication of efforts and made  communication more difficult; while the relationship between the Task Force and the GCM/NCD lacks  synergy.",negative,6003
6004,Benefits could clearly be gained by clarifying roles and relationships within the Global NCD  Platform as well as between the Platform and other units within WHO. ,negative,6004
6005,"Civil society reported significant benefits from its involvement with the GCM/NCD, and with policy  dialogues in particular, although it also considered that its potential role as a contributor to (rather  than a beneficiary of) the GCM/NCD work, had not been fully recognized. ",negative,6005
6006,Private sector associations  were less able to articulate specific benefits and sought more concrete joint plans of work which they  considered had not yet materialized. ,negative,6006
6007,"Commitments to take forward stakeholder mapping and to develop engagement strategies/tools to  guide multisectoral, multistakeholder action, particularly at the country level, have featured in the  GCM/NCD workplans for some time.",positive,6007
6008,"Of particular importance is the objective to develop engagement  strategies and tools for country-level use, which, according to stakeholders and review of documents,  vi has been in the pipeline for a considerable time, but not yet completed.",negative,6008
6009,"For the most part, the  GCM/NCD focus has remained global in nature, with less evidence of sustained country reach or  benefit at the country level.",negative,6009
6010,"The majority of the GCM/NCD relationships with Member States, and participation in meetings,  working groups, etc., involves ministries of health and/or foreign affairs (or equivalents).",neutral,6010
6011,"Given the  widely-recognized need for multisectoral involvement to tackle causes and consequences of NCDs,  greater engagement of the GCM/NCD with national, non-health agencies would enhance the benefit  of the mechanism to Member States at the country level.",negative,6011
6012,"The broader remit of the United Nations  Inter-Agency Task Force on the Prevention and Control of Non-communicable Diseases, in contrast,  has enabled it to engage more effectively across a wider range of players.",positive,6012
6013,"The low response rate to the evaluation questionnaire, while undoubtedly affected by Member States’  focus on the challenges of COVID-19, is also indicative of the mechanism having achieved relatively  little visibility or added value at the country level. ",negative,6013
6014,"Considering the post-2020 agenda and creation of the Global NCD Platform, should  the GCM/NCD be continued and in what form?",neutral,6014
6015,"The GCM/NCD is, to date, the first and currently only formal Member State-led mechanism within the  WHO Secretariat aimed at facilitating multistakeholder engagement and cross-sectoral collaboration  in the area of NCDs. ",neutral,6015
6016,"Its unique mandate rests primarily in its engagement capacity and its potential to  create links between multisectoral actors, including Member States, non-State actors, United Nations  actors and other technical programmes, at the global, regional and national levels",neutral,6016
6017,"The importance, interdependency and mutually reinforcing nature of the five functions assigned to  the GCM/NCD was widely recognized.",positive,6017
6018," There was also acknowledgement that the mechanism has been  effective in a number of areas, largely due to considerable effort and commitment on the part of its  staff.",positive,6018
6019,"Within WHO, however, over the past two years the GCM/NCD secretariat has undergone some  level of down-sizing and has recently been subsumed within the newly established Global NCD  Platform (which also includes the United Nations Inter-Agency Task Force on the Prevention and  Control of Non-communicable Diseases).",negative,6019
6020,"However, views on the continued need for, and ability of, the mechanism to deliver those functions  varied.",neutral,6020
6021,Many stakeholders supported retaining the GCM/NCD in line with the continuation of the NCD- GAP and the Sustainable Development Goal targets to 2030. ,positive,6021
6022,"However, a majority agreed it was timely  for the GCM/NCD to evolve towards, or possibly be replaced by, a more targeted and action-oriented  model, or alternative approach, in closer collaboration with other internal and external actors.",negative,6022
6023,This  would include well-defined objectives and focused partnerships in support of the NCD-GAP and its  voluntary targets.,neutral,6023
6024,"On balance, new means to maintain and, where possible, strengthen efforts to  deliver the important functions of the GCM/NCD also need to be considered.",negative,6024
6025,"Going forward, it is clear that the status quo is not an option for the GCM/NCD. ",negative,6025
6026,"It is apparent that the  functions originally envisaged for the GCM/NCD remain valid and relevant contributions to the NCD- GAP, the Thirteenth General Programme of Work, 2019–2023 and the Sustainable Development Goal  targets to 2030.",positive,6026
6027,"Future options in this regard include: (a) a strengthened, more focused approach to  delivery of the vital functions currently assigned to the GCM/NCD; but also (b) to discontinue the  mechanism, and establish a new operating model within WHO to ensure the functions are effectively  carried forward.",negative,6027
6028,"If the GCM/NCD is to continue and contribute meaningfully with respect to its intended objective and  effectively fulfil the mandate envisaged by Member States, then it needs to be strengthened with a  clear role and responsibility within WHO’s internal NCD organizational architecture to avoid  duplication of efforts. ",negative,6028
6029,"In this scenario, Member States also need to play a stronger role in the  mechanism. ",negative,6029
6030,"However, an alternative model could be envisaged whereby, in place of the GCM/NCD, its functions  and its external engagement/linkage dimensions can be undertaken by the Global NCD Platform, one  of the NCD technical departments or the Health and Multilateral Partnerships Department.",negative,6030
6031,"In this  scenario too, there needs to be a clear role and responsibility within WHO’s internal NCD  organizational architecture and, possibly, an avenue for Member States’/non-State actors’  leadership/contribution on specific issues (e.g. through working groups as per current practice). ",negative,6031
6032,The limitations to the evaluation due to the current COVID-19 situation did not allow for adequate  Member State inputs to be in a position to propose a definitive option.,neutral,6032
6033, A further consultative process  by the WHO Secretariat with Member States ahead of a decision at the Seventy-fourth World Health  Assembly in May 2021 would be useful.,neutral,6033
6034,This consultation could be supported by a Secretariat options  paper based on the recommendations of the evaluation.,neutral,6034
6035,"In 2013, the Sixty-sixth World Health Assembly endorsed the WHO Global Action Plan for the Prevention and  Control of NCDs 2013–2020 (NCD-GAP).",neutral,6035
6036,"The NCD-GAP provides a road map and a menu of policy options for all  Member States and other stakeholders, to take coordinated and coherent action, at all levels, local to global, to  attain the nine voluntary global targets, including that of a 25% relative reduction in premature mortality from  cardiovascular diseases, cancer, diabetes or chronic respiratory diseases by 2025.",positive,6036
6037,"n addition to the nine  voluntary global targets, there are 25 health outcome indicators within a global monitoring framework, a further  nine action plan implementation progress (AP) indicators and 10 commitment fulfilment progress (COM)  indicators.",neutral,6037
6038,The Seventy-second World Health Assembly extended the period of the global action plan to 2030  to ensure alignment with the 2030 Agenda for Sustainable Development.,neutral,6038
6039,The mandate to conduct a mid-point evaluation of the progress achieved in the implementation of the NCD- GAP derives from paragraph 1(1) of resolution WHA66.10 (2013) which endorsed the NCD-GAP.,neutral,6039
6040,"Paragraph 60  of the NCD-GAP requests the WHO Secretariat to convene a representative group of stakeholders, including  Member States and international partners, to conduct an evaluation at the mid-point of the NCD-GAP.",neutral,6040
6041,"An  Evaluation Advisory Group was established for this purpose, consisting of a representative of a Member State  from each WHO region and nine international experts.",neutral,6041
6042,"The purpose of the mid-point evaluation was to assess the accomplishments of the six objectives of the NCD- GAP (see Box 1), as well as the lessons learned through implementation of the NCD-GAP in Member States, by  international partners and non-State actors, and at the three levels of WHO (country offices, regional offices  and headquarters). ",neutral,6042
6043,"The objective of the evaluation has three elements, namely: • to document successes, challenges and gaps in the implementation of the NCD-GAP since 2013; • to provide lessons learned and recommendations to improve the implementation of the NCD-GAP until  2030; • to provide inputs for the next WHO global status report on noncommunicable diseases (NCDs), as well as  other reports, including on contributions to reducing premature mortality from NCDs by promoting mental  health, reducing air pollution and strengthening health systems. ",neutral,6043
6044,"Objective 1: to raise the priority accorded to the prevention and control of NCDs in global, regional and national agendas and internationally agreed development goals, through strengthened international cooperation and advocacy",neutral,6044
6045,"Objective 2: to strengthen national capacity, leadership, governance, multisectoral action and partnerships to accelerate country response for the prevention and control of NCDs. ",neutral,6045
6046,Objective 3: to reduce modifiable risk factorsfor NCDs and underlying social determinantsthrough creation of health- promoting environments.,neutral,6046
6047,Objective 4: to strengthen and orient health systems to address the prevention and control of NCDs and the underlying social determinants through people-centred primary health care and universal health coverage.,neutral,6047
6048,Objective 5: to promote and support national capacity for high-quality research and development for the prevention and control of NCDs. ,neutral,6048
6049,Objective 6: to monitor the trends and determinants of NCDs and evaluate progress in their prevention and control.,neutral,6049
6050,It is not usual for mid-point evaluations to assess outcomes or impact,neutral,6050
6051,"Consequently, this evaluation has focused  on progress in implementation of the planned actions in the NCD-GAP. ",neutral,6051
6052,"The main value of the evaluation relates  to its objectives and includes:  • documenting progress made over time including by Member States, the WHO Secretariat and international  partners/non-State actors.",neutral,6052
6053,Analysis of this progress has included consideration of how different  stakeholders have used the NCD-GAP.,neutral,6053
6054,"Key metrics in this regard included the agreed AP and COM  indicators; • allowing opportunity to “step back” and take an overview of what has happened since 2013, including  focusing on why things happened as they did and how things can be improved; • providing input into future NCD-GAP work (i.e. until 2030). ",neutral,6054
6055,"This input seeks to be relevant to each  stakeholder group (Member States, WHO, international partners/non-State actors), covers areas needing  correction or adjustment and/or further investment and support, and seeks to maintain momentum and  focus; • allowing lessons to be learned for the recalibration of the NCD-GAP in terms of policy options, oversight  and coordination between WHO, Member States and international partners. ",neutral,6055
6056,"The scope of the evaluation was implementation of the NCD-GAP and not of the entire, wider NCD agenda.",neutral,6056
6057,"The  evaluation focused on the themes covered in the NCD-GAP, namely four types of NCD (cardiovascular diseases,  cancer, chronic respiratory diseases and diabetes) and four shared behavioural risk factors (tobacco use,  unhealthy diet, physical inactivity and harmful use of alcohol). ",neutral,6057
6058,"However, the political declaration in 2018 called  to embrace other NCDs (e.g. mental health conditions) and other risk factors (e.g. air pollution), so these were  also considered.",neutral,6058
6059,"The evaluation had a technical focus and did not cover strategic issues, such as possible new  policy actions. ",neutral,6059
6060,The evaluation covered the time period from 2013 to 2020. ,neutral,6060
6061,"Given the amount of data already  collected and the constraints of the COVID-19 pandemic, the evaluation relied heavily on secondary data. ",neutral,6061
6062,"Where the evaluation did collect primary data, these were qualitatively different from data collected routinely. ",neutral,6062
6063,The evaluation looked not only at how particular actors worked individually but also at the partnerships and  networks that had been developed. ,neutral,6063
6064,"Five main evaluation questions were identified based on the evaluation’s objectives: • To what extent has the implementation of the NCD-GAP been successful across each of the six NCD-GAP  objectives, in particular implementation by Member States; international partners and non-State actors;  and the WHO Secretariat across the three levels of the Organization?",neutral,6064
6065,What have been the challenges and gaps in the implementation of the NCD-GAP across each of the six  NCD-GAP objectives?,neutral,6065
6066,What lessons have been learned to improve the implementation of the NCD-GAP?,neutral,6066
6067,What recommendations can be made to improve implementation of the NCD-GAP in relation to the agreed  objectives and actions?,neutral,6067
6068,To what extent is the NCD-GAP set up to identify its contributions to expected outcomes? How could this  be strengthened in the future? ,neutral,6068
6069,The overall process and methodological approach followed the principles set forth in the WHO evaluation  practice handbook and the United Nations Evaluation Group Norms and Standards for Evaluation and Ethical  Guidelines for Evaluation. ,neutral,6069
6070,The initial inception phase of the evaluation focused on refining the evaluation’s  design and was concluded by June 2020 following review of the inception report by the Evaluation Advisory  Group.,neutral,6070
6071,Data collection focused on identifying and reviewing existing secondary data which involved reviewing  more than 360 documents.,neutral,6071
6072,Particular attention was focused on reviewing data reported by Member States in  iii relation to two indicator sets: the AP and COM indicators.,neutral,6072
6073,Additional primary data were collected through the  use of structured questionnaires and semi-structured interviews with key informants.,neutral,6073
6074,National NCD focal points  in all Member States were invited to complete a structured questionnaire and 39 responses were received.,neutral,6074
6075," In  addition, all non-State actors in official relations with WHO and WHO collaborating centres working in relevant  areas were asked if they wished to receive and complete a questionnaire.",neutral,6075
6076,A total of 60 non-State actors and 37  WHO collaborating centres requested and received the questionnaire and 18 non-State actors and 12 WHO  collaborating centres completed this. Key informants were identified from a range of stakeholder groups.,neutral,6076
6077,More  than 100 interviews were carried out.,neutral,6077
6078,All interviews were conducted remotely. ,neutral,6078
6079,"NCD-GAP objective 1: To raise the priority accorded to the prevention and control of NCDs in global, regional and national agendas and internationally agreed development goals, through strengthened international cooperation and advocacy ",neutral,6079
6080,"One of the key successes of the NCD-GAP, and the actions that flowed from it, has been to raise the profile of  NCDs internationally.",positive,6080
6081,Some mechanisms which have contributed to this include (a) United Nations high-level  meetings focused on NCDs; (b) the establishment of an independent High-level Commission on NCDs by the  WHO Director-General; (c) the appointment of a Global Ambassador for NCDs and Injuries; (d) the  establishment of the United Nations Inter-Agency Task Force on the Prevention and Control of Non- communicable Diseases (UNIATF); and (e) the establishment of a global coordination mechanism on the  prevention and control of NCDs (GCM/NCD).,positive,6081
6082," In addition, greater national and regional attention contributed to  many of these initiatives, including particularly the high-level meetings. ",positive,6082
6083,The expectation of this raised  international profile is that NCDs will be given higher priority within regions and in-country.,positive,6083
6084,"Based on the  selected metric for this objective – the number of countries with an operational, multisectoral NCD policy,  strategy or action plan – there has been some progress.",positive,6084
6085,"Less than one quarter of countries (24%) had such a  policy, strategy or action plan in 2013 and, by 2019, this had risen to more than half (57%).",positive,6085
6086,"However, almost  half of countries still did not have such a policy, strategy or action plan in 2019. ",negative,6086
6087,There is no statistically significant  association between this indicator and country income level.,negative,6087
6088,"Having an NCD policy, strategy or action plan does not necessarily mean that appropriate actions to prevent  and control NCDs are taken. ",negative,6088
6089," But, evaluation evidence shows a statistically significant association between  having an NCD policy, strategy or action plan and an adjusted implementation score based on the extent to  which other COM indicators have been achieved.",positive,6089
6090,"However, this association is not seen in low-income countries  and any improvement may be short-lived.",negative,6090
6091,"Comparison of countries that introduced an NCD policy, strategy or  action plan between 2013 and 2019 showed that performance, between 2015 and 2019, improved most in  countries where the policy, strategy or action plan had been introduced more recently. ",positive,6091
6092,"These findings suggest  that some level of resourcing may be required to turn policies, strategies and plans into action and that the  effects of introducing such policies, strategies and plans may be short-lived. ",negative,6092
6093,"NCD-GAP objective 2: To strengthen national capacity, leadership, governance, multisectoral action and partnerships to accelerate country response for the prevention and control of NCDs ",neutral,6093
6094,"Progress measures of national capacity to accelerate country NCD responses include whether countries have  an operational NCD unit, branch or department within the Ministry of Health and an operational national  coordination mechanism for the prevention and control of NCDs.",neutral,6094
6095,"In 2013, just over half of countries (51%) had  an NCD unit, branch or department and this rose to more than three quarters of countries (76%) by 2019.",positive,6095
6096,Less  than one third of countries (31%) had a national NCD coordination mechanism in 2015 and this rose to just  under half of countries (46%) by 2019.,positive,6096
6097,Both these measures are strongly associated with country income level.,positive,6097
6098,"For example, in 2019, less than one quarter of low-income countries (21%) had a national NCD coordination  mechanism as compared to more than half of high-income countries (55%).",positive,6098
6099,"There is a statistically significant association between having an operational NCD unit, branch or department and having an operational national  NCD coordination mechanism.",positive,6099
6100,"For example, in 2019, more than half of countries (57%) with an NCD unit, branch  or department had a national NCD coordination mechanism as compared to 12% without an NCD unit, branch  or department. ",positive,6100
6101,"There is little evidence that having a national coordination mechanism results in more progress in areas beyond  the health service, for example in areas relating to risk factors.",negative,6101
6102,This may reflect the composition and functioning  of some of these mechanisms.,neutral,6102
6103,One exception is tobacco taxation.,neutral,6103
6104,Countries with a national NCD coordination  mechanism are statistically more likely to have reduced the affordability of tobacco by increasing excise taxes  and prices than countries without such a mechanism.,positive,6104
6105,"From 2013 to 2019, there was considerable  improvement in some AP indicators, for example AP2  (NCD unit) and AP3a–d (NCD risk factor policies).",positive,6105
6106,"For AP1 (NCD policies, strategies and action plans), AP5  (research policies), AP6 (monitoring and surveillance  systems) and APx (national coordination mechanisms),  despite some progress, overall performance remains  at a low level.",negative,6106
6107,"There has been little progress in  developing guidelines, protocols and standards for  NCD management through a primary care approach  (AP4) (see Table S1).",negative,6107
6108,Table S2 presents a similar table for the COM  indicators.,neutral,6108
6109,"While 14 indicators show improvement in  terms of countries fully achieving these between 2015  and 2019, the improvements are modest and overall  performance levels remain low.",negative,6109
6110,"In 2019, only three indicators were fully achieved by more than half of  countries. ",negative,6110
6111,"If countries which have at least partially achieved a measure are considered, performance levels are  much stronger, with 13 indicators being at least partially achieved by half of countries in 2019.",positive,6111
6112,Fifteen indicators  showed improvement between 2015 and 2019 in terms of being at least partially achieved.,positive,6112
6113,There is a statistically significant positive association between performance on many progress indicators and  country income group. ,positive,6113
6114,"For all AP indicators, apart from one (AP1), performance is statistically positively  associated with country income group.",positive,6114
6115,This is true for more than half (58%) of the COM indicators (marked with  an asterisk in Table S2). ,positive,6115
6116,"There is also a positive association between performance on the COM indicators as a  set, termed “implementation score”, and country income group (see Figure S1).",positive,6116
6117,"Data on NCD spending, broken down by domestic and external sources, are available for 2015 to 2017 for 44  countries in the Global Health Expenditure Database.",neutral,6117
6118,"Of these, more than two thirds (68%) were in the WHO  African Region.",neutral,6118
6119,"Overall, spending on NCDs across all 44 countries accounted for a total of US$ 12.2 billion over  three years, that is approximately US$ 4 billion per year.",neutral,6119
6120,"Of this, almost all (95%) came from domestic sources.",neutral,6120
6121,"In comparison, spending on infectious diseases in the same countries over the same period was US$ 35.9 billion,  of which less than half (49%) was from domestic sources.",neutral,6121
6122,"Overall, domestic spending on NCDs accounted for an  average of US$ 23 per person per year in low-income countries, US$ 214 in lower-middle-income countries and  US$ 527 in upper-middle-income countries. ",neutral,6122
6123,Some countries perform better than expected  based on country income group alone.,neutral,6123
6124,"In 2020,  Allen et al.2 reported anecdotal evidence from  one country that explanations for this might  include high-level political commitment and  intense support from WHO. ",positive,6124
6125,"The evaluation  presents some evidence to support these  hypotheses (for high-level political  commitment, see paragraph 9 above).",positive,6125
6126,"Based  on assessment by WHO regional staff from two  regions, there was a positive association  between intensity of WHO support and the  calculated implementation score for 2019 (see  Figure S2).",positive,6126
6127,A range of other contributing  factors have been suggested and these are  discussed in the main report. ,positive,6127
6128,NCD-GAP objective 3: To reduce modifiable risk factors for NCDs and underlying social determinants through creation of health-promoting environments ,neutral,6128
6129,"Overall, countries have made good progress in introducing national policies on the four main risk factors (see  Table S1).",neutral,6129
